x_m,y_m,heading,theta_rad,kappa_1pm,v_mps,ld_m
38.0050167,4.9101690,0.8836976,0.8836976,0.1210684,8.4999553,1.5
38.1318782,5.0647895,0.9079328,0.9079328,0.1211698,8.4999636,1.5
38.2549558,5.2224391,0.9321873,0.9321873,0.1212626,8.4999617,1.5
38.3741739,5.3830273,0.9564597,0.9564597,0.1213531,8.4999554,1.5
38.4894592,5.5464613,0.9807494,0.9807494,0.1214386,8.4999490,1.5
38.6007406,5.7126463,1.0050528,1.0050528,0.1215076,8.4999450,1.5
38.7079498,5.8814851,1.0293644,1.0293644,0.1215510,8.4999443,1.5
38.8110218,6.0528782,1.0536779,1.0536779,0.1215622,8.4999461,1.5
38.9098949,6.2267235,1.0779856,1.0779856,0.1215359,8.4999489,1.5
39.0045114,6.4029168,1.1022780,1.1022780,0.1214678,8.4999517,1.5
39.0948178,6.5813515,1.1265476,1.1265476,0.1213542,8.4999539,1.5
39.1807647,6.7619193,1.1507821,1.1507821,0.1211917,8.4999553,1.5
39.2623078,6.9445100,1.1749735,1.1749735,0.1209775,8.4999562,1.5
39.3394073,7.1290124,1.1991122,1.1991122,0.1207104,8.4999569,1.5
39.4120421,7.3153501,1.2231913,1.2231913,0.1203900,8.4999575,1.5
39.4801800,7.5034118,1.2471980,1.2471980,0.1200244,8.4999582,1.5
39.5437808,7.6930455,1.2711238,1.2711238,0.1196234,8.4999589,1.5
39.6028234,7.8841358,1.2949625,1.2949625,0.1191989,8.4999595,1.5
39.6572912,8.0765682,1.3187136,1.3187136,0.1187642,8.4999600,1.5
39.7071710,8.2702298,1.3423790,1.3423790,0.1183469,8.4999604,1.5
39.7524527,8.4650111,1.3659664,1.3659664,0.1179390,8.4999608,1.5
39.7931270,8.6608022,1.3894944,1.3894944,0.1176738,8.4999611,1.5
39.8291853,8.8575036,1.4130104,1.4130104,0.1172656,8.4999614,1.5
39.8606085,9.0549990,1.4367465,1.4367465,0.1188299,8.4999617,1.5
39.8873303,9.2531459,1.4605294,1.4605294,0.1190358,8.4999622,1.5
39.9093336,9.4518823,1.4842552,1.4842552,0.1185305,8.4999628,1.5
39.9266174,9.6511012,1.5081204,1.5081204,0.1193576,8.4999634,1.5
39.9391430,9.8506864,1.5321341,1.5321341,0.1200834,8.4999635,1.5
39.9468733,10.0505314,1.5562833,1.5562833,0.1207545,8.4999628,1.5
39.9497759,10.2505171,1.5805457,1.5805457,0.1213115,8.4999611,1.5
39.9478259,10.4505243,1.6048960,1.6048960,0.1217481,8.4999587,1.5
39.9410065,10.6504310,1.6293077,1.6293077,0.1220554,8.4999569,1.5
39.9293094,10.8501145,1.6537548,1.6537548,0.1222358,8.4999565,1.5
39.9127346,11.0494523,1.6782126,1.6782126,0.1222972,8.4999564,1.5
39.8912906,11.2483184,1.7026540,1.7026540,0.1222415,8.4999524,1.5
39.8649990,11.4465552,1.7270596,1.7270596,0.1220625,8.4999451,1.5
39.8338765,11.6440985,1.7514136,1.7514136,0.1217985,8.4999425,1.5
39.7979517,11.8408310,1.7757053,1.7757053,0.1214758,8.4999497,1.5
39.7572581,12.0366372,1.7999253,1.7999253,0.1211122,8.4999654,1.5
39.7118337,12.2314038,1.8240686,1.8240686,0.1207237,8.4999817,1.5
39.6617200,12.4250197,1.8481314,1.8481314,0.1203199,8.4999846,1.5
39.6069618,12.6173756,1.8721130,1.8721130,0.1199114,8.4999396,1.5
39.5476064,12.8083644,1.8960064,1.8960064,0.1194739,8.4998062,1.5
39.4837047,12.9978815,1.9197976,1.9197976,0.1189676,8.4996178,1.5
39.4153125,13.1858253,1.9434662,1.9434662,0.1183611,8.4995221,1.5
39.3424914,13.3720981,1.9669761,1.9669761,0.1175790,8.4997194,1.5
39.2653116,13.5566075,1.9902713,1.9902713,0.1165150,8.4999607,1.5
39.1838550,13.7392690,2.0132747,2.0132747,0.1150763,8.4999641,1.5
39.0982186,13.9200083,2.0358661,2.0358661,0.1130624,8.4999655,1.5
39.0085214,14.0987667,2.0578525,2.0578525,0.1101032,8.4999664,1.5
38.9149160,14.2755098,2.0789315,2.0789315,0.1056574,8.4999669,2.0
38.8176061,14.4502407,2.0986559,2.0986559,0.0989909,8.4999672,2.0
38.7168688,14.6230185,2.1164609,2.1164609,0.0894151,8.4999673,2.0
38.6130710,14.7939759,2.1318081,2.1318081,0.0769395,8.4999674,2.5
38.5066622,14.9633196,2.1444308,2.1444308,0.0630704,8.4999674,3.0
38.3981261,15.1313040,2.1543770,2.1543770,0.0495812,8.4999673,3.0
38.2879251,15.2981998,2.1619036,2.1619036,0.0372333,8.4999673,3.0
38.1764701,15.4642629,2.1674993,2.1674993,0.0277017,8.4999672,2.5
38.0640877,15.6296996,2.1715833,2.1715833,0.0201911,8.4999672,1.5
37.9510305,15.7946761,2.1744838,2.1744838,0.0143424,8.4999672,1.5
37.8374954,15.9593238,2.1764440,2.1764440,0.0096851,8.4999672,1.5
37.7236378,16.1237486,2.1776398,2.1776398,0.0058999,8.4999672,1.5
37.6095838,16.2880369,2.1782001,2.1782001,0.0027461,8.4999672,2.0
37.4954379,16.4522611,2.1782205,2.1782205,0.0000587,8.4999672,3.0
37.3812887,16.6164829,2.1777706,2.1777706,-0.0022794,8.4999673,3.0
37.2672135,16.7807559,2.1769046,2.1769046,-0.0043512,8.4999673,3.0
37.1532806,16.9451276,2.1756648,2.1756648,-0.0062175,8.4999673,2.5
37.0395516,17.1096404,2.1740823,2.1740823,-0.0079231,8.4999674,2.5
36.9260830,17.2743331,2.1721846,2.1721846,-0.0095006,8.4999674,2.5
36.8129271,17.4392409,2.1699916,2.1699916,-0.0109728,8.4999675,2.5
36.7001330,17.6043966,2.1675224,2.1675224,-0.0123536,8.4999676,1.5
36.5877470,17.7698304,2.1647941,2.1647941,-0.0136481,8.4999676,2.5
36.4758127,17.9355703,2.1618253,2.1618253,-0.0148528,8.4999677,2.5
36.3643708,18.1016420,2.1586364,2.1586364,-0.0159554,8.4999678,2.5
36.2534590,18.2680683,2.1552517,2.1552517,-0.0169341,8.4999678,1.5
36.1431111,18.4348691,2.1517029,2.1517029,-0.0177577,8.4999679,1.5
36.0333558,18.6020605,2.1480298,2.1480298,-0.0183855,8.4999680,2.0
35.9242153,18.7696540,2.1442802,2.1442802,-0.0187676,8.4999680,2.0
35.8157040,18.9376555,2.1405167,2.1405167,-0.0188460,8.4999681,1.5
35.7078258,19.1060641,2.1368110,2.1368110,-0.0185572,8.4999681,1.5
35.6005725,19.2748712,2.1332516,2.1332516,-0.0178361,8.4999681,1.5
35.4939209,19.4440587,2.1299344,2.1299344,-0.0166240,8.4999680,1.0
35.3878312,19.6135989,2.1269665,2.1269665,-0.0148804,8.4999680,1.5
35.2822456,19.7834525,2.1244544,2.1244544,-0.0126008,8.4999679,1.5
35.1770866,19.9535715,2.1224900,2.1224900,-0.0098451,8.4999679,1.5
35.0722641,20.1238933,2.1211294,2.1211294,-0.0068166,8.4999681,1.5
34.9676690,20.2943648,2.1202418,2.1202418,-0.0042061,8.4762315,1.5
34.8632106,20.4649530,2.1196212,2.1196212,-0.0033312,8.3372006,1.5
34.7588678,20.6355901,2.1194119,2.1194119,-0.0007984,8.0935949,1.5
34.6545734,20.8062283,2.1191638,2.1191638,-0.0009447,7.8425055,1.0
34.5503179,20.9768980,2.1182072,2.1182072,-0.0043217,7.5850879,1.0
34.4462244,21.1476695,2.1156001,2.1156001,-0.0123466,7.3242759,1.0
34.3425752,21.3187139,2.1100796,2.1100796,-0.0267325,7.0646540,1.0
34.2398711,21.4903291,2.1002270,2.1002270,-0.0484117,6.8125373,1.0
34.1388629,21.6629477,2.0847919,2.0847919,-0.0765928,6.5749784,1.0
34.0405316,21.8371037,2.0630305,2.0630305,-0.1086997,6.3580651,1.0
33.9460129,22.0133586,2.0349048,2.0349048,-0.1410802,6.1655726,1.0
33.8564881,22.1922021,2.0010873,2.0010873,-0.1699548,5.9983115,1.0
33.7730767,22.3739369,1.9627318,1.9627318,-0.1926251,5.8542228,1.0
33.6967058,22.5587115,1.9211409,1.9211409,-0.2087849,5.7279966,1.0
33.6280974,22.7464642,1.8775718,1.8775718,-0.2180531,5.6140480,1.0
33.5677441,22.9369879,1.8326143,1.8326143,-0.2252014,5.5064625,1.0
33.5160340,23.1299583,1.7866856,1.7866856,-0.2294243,5.4018266,1.0
33.4732385,23.3250979,1.7388624,1.7388624,-0.2401710,5.2982298,1.0
33.4398367,23.5219652,1.6905894,1.6905894,-0.2422554,5.1939492,1.0
33.4159597,23.7203295,1.6418599,1.6418599,-0.2428238,5.0875162,1.0
33.4017174,23.9204082,1.5871413,1.5871413,-0.2675409,4.9776381,1.0
33.3984410,24.1208440,1.5195316,1.5195316,-0.3433485,4.8627326,1.0
33.4087079,24.3209409,1.4402810,1.4402810,-0.3941187,4.7368024,1.0
33.4349655,24.5209813,1.3495948,1.3495948,-0.4430437,4.5982355,1.0
33.4793701,24.7184392,1.2485766,1.2485766,-0.4894813,4.4428687,1.0
33.5435154,24.9105746,1.1407242,1.1407242,-0.5278047,4.2634088,1.0
33.6249736,25.0881563,1.1766363,1.1766363,-1.2567566,4.0444143,1.0
33.6984391,25.2647874,1.1592581,1.1592581,-0.4326331,3.7299309,1.0
33.7803789,25.4525241,1.0363886,1.0363886,-0.6388814,3.4088871,1.0
33.8822047,25.6245698,0.9135741,0.9135741,-0.6399200,3.1116329,1.0
34.0044883,25.7830373,0.8094344,0.8094344,-0.5200539,3.0983994,1.0
34.1425444,25.9278949,0.7199400,0.7199400,-0.4469598,3.1244291,1.0
34.2928733,26.0597276,0.6387761,0.6387761,-0.3983888,3.3285622,1.0
34.4533960,26.1789387,0.5591266,0.5591266,-0.4000062,3.5138602,1.0
34.6228672,26.2849825,0.4810650,0.4810650,-0.3899636,3.6829178,1.0
34.8000953,26.3774894,0.4046096,0.4046096,-0.3823716,3.8377217,1.0
34.9838751,26.4561908,0.3295717,0.3295717,-0.3751784,3.9798607,1.0
35.1730500,26.5208974,0.2558558,0.2558558,-0.3685386,4.1106351,1.0
35.3664890,26.5714989,0.1833957,0.1833957,-0.3622031,4.2311377,1.0
35.5630963,26.6079656,0.1121657,0.1121657,-0.3560196,4.3423085,1.0
35.7618100,26.6303484,0.0421629,0.0421629,-0.3498714,4.4449707,1.0
35.9616092,26.6387775,-0.0265968,-0.0265968,-0.3436760,4.5398539,1.0
36.1615188,26.6334593,-0.0940920,-0.0940920,-0.3373928,4.6276116,1.0
36.3606157,26.6146704,-0.1602997,-0.1602997,-0.3310139,4.7088328,1.0
36.5580336,26.5827505,-0.2252091,-0.2252091,-0.3245650,4.7840516,1.0
36.7529655,26.5380925,-0.2888149,-0.2888149,-0.3181427,4.8537540,1.0
36.9446547,26.4811373,-0.3510072,-0.3510072,-0.3115164,4.9182086,1.0
37.1324168,26.4123844,-0.4113003,-0.4113003,-0.3019904,4.9789419,1.0
37.3157000,26.3324403,-0.4689856,-0.4689856,-0.2886906,5.0403583,1.0
37.4940762,26.2420588,-0.5234046,-0.5234046,-0.2721885,5.1057796,1.0
37.6672815,26.1421035,-0.5740733,-0.5740733,-0.2533164,5.1774666,1.0
37.8352122,26.0334976,-0.6207560,-0.6207560,-0.2333427,5.2564576,1.0
37.9978995,25.9171679,-0.6634824,-0.6634824,-0.2135387,5.3427820,1.0
38.1554730,25.7939927,-0.7024655,-0.7024655,-0.1948023,5.4358535,1.0
38.3081245,25.6647714,-0.7380077,-0.7380077,-0.1775728,5.5348453,1.0
38.4560807,25.5302137,-0.7704302,-0.7704302,-0.1619526,5.6389268,1.0
38.5995853,25.3909420,-0.8000498,-0.8000498,-0.1478906,5.7473544,1.0
38.7389238,25.2474594,-0.8271634,-0.8271634,-0.1353691,5.8597164,1.0
38.8743406,25.1002310,-0.8520416,-0.8520416,-0.1242363,5.9751990,1.0
39.0060577,24.9496743,-0.8749368,-0.8749368,-0.1143592,6.0932121,1.0
39.1342950,24.7961399,-0.8960839,-0.8960839,-0.1056455,6.2133454,2.0
39.2592561,24.6399294,-0.9156966,-0.9156966,-0.0979983,6.3352430,2.0
39.3811271,24.4813016,-0.9339758,-0.9339758,-0.0913417,6.4586018,2.0
39.5000750,24.3204772,-0.9510965,-0.9510965,-0.0855548,6.5831723,2.5
39.6162491,24.1576443,-0.9672286,-0.9672286,-0.0806249,6.7087593,2.5
39.7297809,23.9929592,-0.9824134,-0.9824134,-0.0759392,6.8352270,2.5
39.8407962,23.8265734,-0.9965770,-0.9965770,-0.0708230,6.9625012,3.0
39.9494297,23.6586538,-1.0097612,-1.0097612,-0.0659434,7.0905218,3.0
40.0558303,23.4893319,-1.0218370,-1.0218370,-0.0605300,7.2191375,2.5
40.1601799,23.3187352,-1.0325095,-1.0325095,-0.0534050,7.3481183,2.0
40.2626999,23.1470396,-1.0417215,-1.0417215,-0.0461142,7.4773015,2.0
40.3636284,22.9744163,-1.0494135,-1.0494135,-0.0385134,7.6066381,1.5
40.4632191,22.8010340,-1.0555460,-1.0555460,-0.0307061,7.7362095,1.5
40.5617381,22.6270558,-1.0600828,-1.0600828,-0.0227157,7.8662371,1.0
40.6594635,22.4526383,-1.0630021,-1.0630021,-0.0146130,7.9970676,1.0
40.7566823,22.2779309,-1.0643018,-1.0643018,-0.0064898,8.1291207,1.0
40.8536852,22.1030770,-1.0640114,-1.0640114,0.0014796,8.2627829,1.0
40.9507584,21.9282161,-1.0621942,-1.0621942,0.0091204,8.3982317,1.0
41.0481420,21.7535448,-1.0589201,-1.0589201,0.0163458,8.4999667,1.5
41.1460587,21.5792614,-1.0542062,-1.0542062,0.0235087,8.4999685,1.5
41.2447916,21.4054490,-1.0480926,-1.0480926,0.0307396,8.4999706,1.5
41.3445921,21.2322316,-1.0408593,-1.0408593,0.0362797,8.4999726,1.5
41.4456472,21.0597333,-1.0332851,-1.0332851,0.0388666,8.4999738,1.5
41.5480308,20.8879636,-1.0257426,-1.0257426,0.0357964,8.4999737,1.5
41.6517965,20.7168235,-1.0160376,-1.0160376,0.0486678,8.4999715,1.5
41.7572532,20.5466420,-1.0041872,-1.0041872,0.0595211,8.4999668,1.0
41.8645917,20.3779225,-0.9905935,-0.9905935,0.0684563,8.4999583,1.0
41.9741907,20.2107128,-0.9756247,-0.9756247,0.0745157,8.4989115,1.0
42.0863589,20.0450462,-0.9588345,-0.9588345,0.0835913,8.4166947,1.0
42.2013471,19.8812087,-0.9394100,-0.9394100,0.0969400,8.3229082,1.0
42.3195196,19.7196031,-0.9171130,-0.9171130,0.1112170,8.2361530,1.0
42.4412576,19.5606830,-0.8920887,-0.8920887,0.1248258,8.1549496,1.0
42.5668975,19.4049039,-0.8644636,-0.8644636,0.1379563,8.0779143,1.0
42.6967496,19.2527047,-0.8344696,-0.8344696,0.1500296,8.0038641,1.0
42.8310975,19.1044794,-0.8025361,-0.8025361,0.1600334,7.9316980,1.0
42.9701836,18.9605424,-0.7695660,-0.7695660,0.1654923,7.8599582,1.0
43.1140984,18.8211139,-0.7375597,-0.7375597,0.1612577,7.7854280,1.0
43.2625093,18.6862641,-0.7093985,-0.7093985,0.1419884,7.7040154,1.0
43.4139056,18.5562929,-0.6907592,-0.6907592,0.1007056,7.6140025,1.0
43.5671151,18.4296479,-0.6897836,-0.6897836,-0.0088928,7.5140970,1.0
43.7210930,18.3026204,-0.6931127,-0.6931127,-0.0213998,7.4055443,1.0
43.8748618,18.1749027,-0.6879852,-0.6879852,0.0238344,7.2913418,1.0
44.0286938,18.0484598,-0.6706252,-0.6706252,0.0885400,7.1732748,1.0
44.1854861,17.9240808,-0.6431899,-0.6431899,0.1385550,7.0532150,1.0
44.3459377,17.8038201,-0.6090196,-0.6090196,0.1717491,6.9316507,1.0
44.5103073,17.6891788,-0.5707763,-0.5707763,0.1922120,6.8087515,1.0
44.6787130,17.5810515,-0.5302459,-0.5302459,0.2038045,6.6845198,1.0
44.8512330,17.4799121,-0.4885961,-0.4885961,0.2093624,6.5588862,1.0
45.0277389,17.3860840,-0.4466264,-0.4466264,0.2106794,6.4317111,1.0
45.2080300,17.2997424,-0.4049081,-0.4049081,0.2091182,6.3028163,1.0
45.3917962,17.2209819,-0.3638852,-0.3638852,0.2052864,6.1719676,1.0
45.5786612,17.1498153,-0.3238575,-0.3238575,0.2002768,6.0388700,1.0
45.7682574,17.0861724,-0.2852311,-0.2852311,0.1932546,5.9031732,1.0
45.9601353,17.0299087,-0.2487699,-0.2487699,0.1821998,5.7643764,1.0
46.1538719,16.9806934,-0.2137074,-0.2137074,0.1751581,5.6219586,1.0
46.3493361,16.9382735,-0.1784137,-0.1784137,0.1760354,5.4753328,1.0
46.5463270,16.9027499,-0.1423605,-0.1423605,0.1802831,5.3236920,1.0
46.7444536,16.8743524,-0.1052666,-0.1052666,0.1836567,5.1658888,1.0
46.9432797,16.8533450,-0.0652125,-0.0652125,0.1993195,4.9996012,1.0
47.1428613,16.8403113,-0.0204823,-0.0204823,0.2236021,4.8696340,1.0
47.3428941,16.8362136,0.0292895,0.0292895,0.2485180,4.7656170,1.0
47.5428883,16.8420730,0.0842406,0.0842406,0.2743327,4.6820079,1.0
47.7422087,16.8589037,0.1447804,0.1447804,0.3024035,4.6152546,1.0
47.9400420,16.8877479,0.2113554,0.2113554,0.3329405,4.5632728,1.0
48.1354239,16.9296690,0.2845375,0.2845375,0.3665644,4.5253295,1.0
48.3275733,16.9858676,0.3646370,0.3646370,0.4005502,4.5038901,1.0
48.5146536,17.0572773,0.4515273,0.4515273,0.4339377,4.4955614,1.0
48.6948806,17.1446766,0.5445291,0.5445291,0.4637592,4.4994680,1.0
48.8662675,17.2484690,0.6419634,0.6419634,0.4853605,4.5115028,1.0
49.0267509,17.3684464,0.7406990,0.7406990,0.4933319,4.5249865,1.0
49.1742848,17.5033473,0.8338076,0.8338076,0.4713564,4.5350086,1.0
49.3079053,17.6505741,0.9057485,0.9057485,0.3715865,4.5389859,1.0
49.4316899,17.8084173,0.9188177,0.9188177,0.0499835,4.5325061,1.0
49.5518619,17.9658483,0.9168170,0.9168170,-0.0364103,4.5097984,1.0
49.6728377,18.1236766,0.9688699,0.9688699,0.2799194,4.4886961,1.0
49.7868986,18.2897117,1.0456858,1.0456858,0.3960264,4.5108585,1.0
49.8865141,18.4616500,1.1233943,1.1233943,0.3900474,4.5764913,1.0
49.9730232,18.6419318,1.1986612,1.1986612,0.3752704,4.6547730,1.0
50.0458277,18.8284562,1.2715241,1.2715241,0.3632482,4.7327386,1.0
50.1048526,19.0197607,1.3419134,1.3419134,0.3510449,4.8059640,1.0
50.1502637,19.2146871,1.4097578,1.4097578,0.3384188,4.8736375,1.0
50.1823513,19.4122159,1.4751253,1.4751253,0.3260946,4.9360361,1.0
50.2014672,19.6114145,1.5382016,1.5382016,0.3147015,4.9936841,1.0
50.2079887,19.8114222,1.5992509,1.5992509,0.3046692,5.0471104,1.0
50.2022954,20.0114518,1.6585821,1.6585821,0.2961821,5.0967867,1.0
50.1847537,20.2107622,1.7165257,1.7165257,0.2894909,5.1431278,1.0
50.1557033,20.4086939,1.7731818,1.7731818,0.2832927,5.1872373,1.0
50.1155034,20.6046049,1.8282513,1.8282513,0.2768383,5.2328597,1.0
50.0645879,20.7979807,1.8805623,1.8805623,0.2620517,5.2850850,1.0
50.0036112,20.9884915,1.9293122,1.9293122,0.2441706,5.3489714,1.0
49.9334306,21.1757849,1.9737143,1.9737143,0.2220924,5.4259234,1.0
49.8550081,21.3597729,2.0133804,2.0133804,0.1982587,5.5156522,1.0
49.7693528,21.5405027,2.0483827,2.0483827,0.1749372,5.6166599,1.0
49.6774255,21.7181239,2.0790514,2.0790514,0.1532749,5.7270981,1.0
49.5800946,21.8928432,2.1058058,2.1058058,0.1337042,5.8451787,1.5
49.4781242,22.0648969,2.1290950,2.1290950,0.1163731,5.9692543,1.5
49.3721748,22.2345294,2.1493634,2.1493634,0.1012611,6.0978265,2.0
49.2628094,22.4019795,2.1670266,2.1670266,0.0882266,6.2295887,2.0
49.1505042,22.5674708,2.1824682,2.1824682,0.0771111,6.3634368,2.5
49.0356571,22.7312082,2.1960370,2.1960370,0.0677444,6.4984348,2.5
48.9186011,22.8933692,2.2080485,2.2080485,0.0599575,6.6338115,1.5
48.7995996,23.0541209,2.2187235,2.2187235,0.0533403,6.7689569,1.5
48.6789107,23.2135643,2.2279668,2.2279668,0.0465081,6.9034352,1.5
48.5568070,23.3718156,2.2360930,2.2360930,0.0397315,7.0369219,1.0
48.4333883,23.5291116,2.2443292,2.2443292,0.0414047,7.1687994,1.5
48.3086335,23.6854419,2.2524463,2.2524463,0.0406117,7.2985597,1.0
48.1826250,23.8407407,2.2604163,2.2604163,0.0397882,7.4259930,3.0
48.0553789,23.9950350,2.2683711,2.2683711,0.0397281,7.5507665,3.0
47.9269098,24.1483118,2.2764434,2.2764434,0.0403175,7.6725367,3.0
47.7972069,24.3005474,2.2847499,2.2847499,0.0414954,7.7909775,3.0
47.6662435,24.4517009,2.2933840,2.2933840,0.0431467,7.9057959,3.0
47.5339794,24.6017186,2.3024114,2.3024114,0.0451228,8.0167631,3.0
47.4003660,24.7505367,2.3118555,2.3118555,0.0472236,8.1237606,3.0
47.2653525,24.8980870,2.3216887,2.3216887,0.0491979,8.2268390,3.0
47.1288940,25.0443033,2.3318310,2.3318310,0.0507567,8.3262783,3.0
46.9909587,25.1891290,2.3421277,2.3421277,0.0516085,8.4226209,3.0
46.8515391,25.3325272,2.3525349,2.3525349,0.0517714,8.4999396,3.0
46.7106349,25.4744665,2.3633871,2.3633871,0.0542795,8.4999664,3.0
46.5681980,25.6148690,2.3745718,2.3745718,0.0562174,8.4999665,2.5
46.4241987,25.7536706,2.3856137,2.3856137,0.0554717,8.4999668,2.5
46.2786751,25.8908742,2.3960769,2.3960769,0.0525400,8.4999673,2.0
46.1317242,26.0265474,2.4056199,2.4056199,0.0478891,8.4999678,2.0
45.9834866,26.1608109,2.4140054,2.4140054,0.0420366,8.4999682,1.5
45.8341303,26.2938249,2.4211040,2.4211040,0.0355180,8.4999685,1.5
45.6838352,26.4257739,2.4268917,2.4268917,0.0288805,8.4999688,1.5
45.5327747,26.5568545,2.4314315,2.4314315,0.0225937,8.4999690,1.5
45.3811189,26.6872495,2.4348500,2.4348500,0.0169715,8.4999690,1.5
45.2290172,26.8171262,2.4373067,2.4373067,0.0121801,8.4999690,1.5
45.0765967,26.9466290,2.4389359,2.4389359,0.0081024,8.4999689,1.5
44.9239659,27.0758829,2.4398279,2.4398279,0.0043650,8.4420558,1.5
44.7712208,27.2049998,2.4400536,2.4400536,0.0013340,8.2205575,1.0
44.6184480,27.3340810,2.4393161,2.4393161,-0.0031896,7.9748466,1.0
44.4657706,27.4632747,2.4368187,2.4368187,-0.0117457,7.7269305,1.0
44.3134195,27.5928466,2.4313812,2.4313812,-0.0265076,7.4816106,1.0
44.1617732,27.7232467,2.4218150,2.4218150,-0.0472793,7.2454352,1.0
44.0113946,27.8550798,2.4069654,2.4069654,-0.0728811,7.0259921,1.0
43.8630055,27.9891175,2.3853825,2.3853825,-0.1082113,6.8303300,1.0
43.7175302,28.1263391,2.3572163,2.3572163,-0.1417262,6.6627232,1.0
43.5759687,28.2676116,2.3236227,2.3236227,-0.1688879,6.5226997,1.0
43.4392361,28.4135547,2.2859663,2.2859663,-0.1893513,6.4059873,1.0
43.3081016,28.5645342,2.2456810,2.2456810,-0.2022279,6.3062758,1.0
43.1831508,28.7206767,2.2038761,2.2038761,-0.2092584,6.2169979,1.0
43.0648273,28.8819150,2.1611612,2.1611612,-0.2140836,6.1324245,1.0
42.9535156,29.0480310,2.1179388,2.1179388,-0.2150722,6.0408796,1.0
42.8494967,29.2187832,2.0738967,2.0738967,-0.2226465,5.9398565,1.0
42.7531249,29.3938980,2.0308548,2.0308548,-0.2135109,5.8289510,1.0
42.6644353,29.5728803,1.9877312,1.9877312,-0.2150466,5.7081195,1.0
42.5835064,29.7556048,1.9427190,1.9427190,-0.2256094,5.5775786,1.0
42.5108030,29.9419871,1.8961375,1.8961375,-0.2325475,5.4371345,1.0
42.4468284,30.1316383,1.8485416,1.8485416,-0.2374647,5.2865826,1.0
42.3919474,30.3241257,1.7997998,1.7997998,-0.2432888,5.1257819,1.0
42.3465254,30.5189926,1.7496663,1.7496663,-0.2505245,4.9546169,1.0
42.3109455,30.7157816,1.6972587,1.6972587,-0.2606385,4.7743491,1.0
42.2857235,30.9141599,1.6405526,1.6405526,-0.2819623,4.5922021,1.0
42.2717908,31.1135699,1.5778850,1.5778850,-0.3121198,4.4462176,1.0
42.2703714,31.3138023,1.5061859,1.5061859,-0.3564203,4.3376486,1.0
42.2833360,31.5141811,1.4226163,1.4226163,-0.4128986,4.2608763,1.0
42.3130148,31.7130018,1.3256124,1.3256124,-0.4767589,4.2101910,1.0
42.3618971,31.9083606,1.2138857,1.2138857,-0.5462997,4.1791792,1.0
42.4321803,32.0968481,1.0914108,1.0914108,-0.5942323,4.1593397,1.0
42.5245503,32.2745408,1.1651182,1.1651182,-0.0774652,4.1394792,1.0
42.5991972,32.4483393,1.0711639,1.0711639,-0.5441287,4.1223218,1.0
42.6952117,32.6242463,0.9649968,0.9649968,-0.5162116,4.1710586,1.0
42.8106905,32.7909582,0.8749456,0.8749456,-0.4401497,4.2675524,1.0
42.9400260,32.9458102,0.7965258,0.7965258,-0.3957396,4.3697140,1.0
43.0799361,33.0888692,0.7295284,0.7295284,-0.3304497,4.4660490,1.0
43.2295726,33.2226545,0.6676259,0.6676259,-0.3049185,4.5550739,1.0
43.3867369,33.3465624,0.6039313,0.6039313,-0.3204978,4.6384614,1.0
43.5511697,33.4600085,0.5401255,0.5401255,-0.3196823,4.7163164,1.0
43.7225357,33.5627596,0.4778983,0.4778983,-0.3114889,4.7889848,1.0
43.8999332,33.6546413,0.4163914,0.4163914,-0.3083433,4.8568646,1.0
44.0826904,33.7354659,0.3571523,0.3571523,-0.2970244,4.9228937,1.0
44.2699321,33.8053361,0.3020606,0.3020606,-0.2763865,4.9947158,1.0
44.4607738,33.8648015,0.2532605,0.2532605,-0.2447433,5.0804218,1.0
44.6543207,33.9148949,0.2123128,0.2123128,-0.2050562,5.1849908,1.0
44.8497851,33.9570295,0.1797313,0.1797313,-0.1628185,5.3090450,1.0
45.0465390,33.9927781,0.1551347,0.1551347,-0.1226855,5.4503419,1.5
45.2441260,34.0236790,0.1376873,0.1376873,-0.0868366,5.6056478,2.0
45.4422294,34.0511290,0.1263160,0.1263160,-0.0563662,5.7714717,3.0
45.6406354,34.0763250,0.1197651,0.1197651,-0.0321654,5.9442220,3.0
45.8392028,34.1002208,0.1166329,0.1166329,-0.0150372,6.1203408,3.0
46.0378438,34.1234945,0.1155161,0.1155161,-0.0050000,6.2965563,2.0
46.2365102,34.1465463,0.1152530,0.1152530,-0.0009615,6.4703106,1.5
46.4351824,34.1695458,0.1151947,0.1151947,-0.0002198,6.6400010,1.5
46.6338559,34.1925337,0.1151674,0.1151674,-0.0001314,6.8053201,1.5
46.8325301,34.2155162,0.1151518,0.1151518,-0.0000730,6.9665781,1.0
47.0312047,34.2384956,0.1151372,0.1151372,-0.0000729,7.1240502,1.0
47.2298796,34.2614721,0.1151237,0.1151237,-0.0000674,7.2779815,1.0
47.4285548,34.2844459,0.1151106,0.1151106,-0.0000641,7.4285911,1.0
47.6272303,34.3074171,0.1150990,0.1150990,-0.0000602,7.5760764,1.0
47.8259061,34.3303860,0.1150879,0.1150879,-0.0000564,7.7206152,1.5
48.0245822,34.3533527,0.1150768,0.1150768,-0.0000531,7.8623684,1.5
48.2232586,34.3763172,0.1150667,0.1150667,-0.0000496,8.0014817,1.5
48.4219352,34.3992797,0.1150627,0.1150627,-0.0000353,8.1380852,3.0
48.6206119,34.4222414,0.1150829,0.1150829,0.0000802,8.2722768,3.0
