x_m,y_m,heading,theta_rad,kappa_1pm,v_mps
-21.1376028,11.7128642,-0.2380903,-0.2380903,-0.1082552,8.4963363
-20.9432796,11.6657032,-0.2585888,-0.2585888,-0.1028926,8.4964399
-20.7499633,11.6145689,-0.2774923,-0.2774923,-0.0951129,8.4965478
-20.5576477,11.5597895,-0.2941362,-0.2941362,-0.0837517,8.4966345
-20.3662690,11.5018165,-0.3079964,-0.3079964,-0.0690937,8.4966952
-20.1757112,11.4411963,-0.3190755,-0.3190755,-0.0555051,8.4967389
-19.9858362,11.3784685,-0.3273925,-0.3273925,-0.0412790,8.4967578
-19.7964889,11.3141635,-0.3332709,-0.3332709,-0.0290068,8.4967547
-19.6075227,11.2487465,-0.3371733,-0.3371733,-0.0191759,8.4967513
-19.4188130,11.1825925,-0.3395327,-0.3395327,-0.0115278,8.4967461
-19.2302598,11.1159934,-0.3407066,-0.3407066,-0.0056635,8.4967408
-19.0417849,11.0491730,-0.3409759,-0.3409759,-0.0011872,8.4967363
-18.8533279,10.9823018,-0.3405579,-0.3405579,0.0022095,8.4967325
-18.6648430,10.9155094,-0.3396244,-0.3396244,0.0047601,8.4967295
-18.4762959,10.8488930,-0.3383126,-0.3383126,0.0066371,8.4967272
-18.2876616,10.7825240,-0.3367301,-0.3367301,0.0079713,8.4967254
-18.0989225,10.7164536,-0.3349670,-0.3349670,0.0088642,8.4967242
-17.9100673,10.6507161,-0.3330952,-0.3330952,0.0093974,8.4967232
-17.7210893,10.5853322,-0.3311735,-0.3311735,0.0096384,8.4967226
-17.5319861,10.5203116,-0.3292494,-0.3292494,0.0096441,8.4967222
-17.3427582,10.4556550,-0.3273605,-0.3273605,0.0094633,8.4967219
-17.1534084,10.3913559,-0.3255356,-0.3255356,0.0091379,8.4967218
-16.9639417,10.3274025,-0.3237969,-0.3237969,0.0087039,8.4967217
-16.7743640,10.2637786,-0.3221597,-0.3221597,0.0081924,8.4967216
-16.5846825,10.2004652,-0.3206343,-0.3206343,0.0076296,8.4967215
-16.3949046,10.1374412,-0.3192275,-0.3192275,0.0070375,8.4967215
-16.2050381,10.0746842,-0.3179407,-0.3179407,0.0064343,8.4967215
-16.0150911,10.0121716,-0.3167733,-0.3167733,0.0058350,8.4967214
-15.8250713,9.9498808,-0.3157229,-0.3157229,0.0052511,8.4967213
-15.6349861,9.8877896,-0.3147845,-0.3147845,0.0046917,8.4967213
-15.4448427,9.8258768,-0.3139505,-0.3139505,0.0041635,8.4967212
-15.2546477,9.7641226,-0.3132161,-0.3132161,0.0036710,8.4967211
-15.0644074,9.7025081,-0.3125722,-0.3125722,0.0032173,8.4967211
-14.8741275,9.6410161,-0.3120105,-0.3120105,0.0028038,8.4967210
-14.6838131,9.5796310,-0.3115239,-0.3115239,0.0024310,8.4967209
-14.4934688,9.5183385,-0.3111037,-0.3111037,0.0020980,8.4967208
-14.3030988,9.4571260,-0.3107422,-0.3107422,0.0018037,8.4967207
-14.1127066,9.3959823,-0.3104328,-0.3104328,0.0015462,8.4967207
-13.9222955,9.3348975,-0.3101678,-0.3101678,0.0013230,8.4967206
-13.7318683,9.2738632,-0.3099408,-0.3099408,0.0011318,8.4967206
-13.5414272,9.2128721,-0.3097465,-0.3097465,0.0009696,8.4967205
-13.3509742,9.1519180,-0.3095801,-0.3095801,0.0008338,8.4967204
-13.1605111,9.0909956,-0.3094346,-0.3094346,0.0007215,8.4967204
-12.9700391,9.0301009,-0.3093092,-0.3093092,0.0006299,8.4967204
-12.7795595,8.9692301,-0.3091972,-0.3091972,0.0005566,8.4967203
-12.5890730,8.9083806,-0.3090976,-0.3090976,0.0004989,8.4967203
-12.3985805,8.8475501,-0.3090068,-0.3090068,0.0004546,8.4967202
-12.2080825,8.7867369,-0.3089217,-0.3089217,0.0004215,8.4967202
-12.0175793,8.7259399,-0.3088425,-0.3088425,0.0003977,8.4967202
-11.8270713,8.6651580,-0.3087663,-0.3087663,0.0003814,8.4967201
-11.6365586,8.6043906,-0.3086918,-0.3086918,0.0003712,8.4967201
-11.4460414,8.5436374,-0.3086189,-0.3086189,0.0003655,8.4967201
-11.2555198,8.4828981,-0.3085464,-0.3085464,0.0003633,8.4967200
-11.0649938,8.4221726,-0.3084734,-0.3084734,0.0003636,8.4967200
-10.8744633,8.3614610,-0.3084000,-0.3084000,0.0003654,8.4967200
-10.6839284,8.3007634,-0.3083271,-0.3083271,0.0003681,8.4967200
-10.4933891,8.2400797,-0.3082524,-0.3082524,0.0003712,8.4967199
-10.3028452,8.1794102,-0.3081775,-0.3081775,0.0003740,8.4967199
-10.1122968,8.1187550,-0.3081023,-0.3081023,0.0003764,8.4967199
-9.9217438,8.0581141,-0.3080267,-0.3080267,0.0003779,8.4967199
-9.7311862,7.9974876,-0.3079513,-0.3079513,0.0003785,8.4967199
-9.5406241,7.9368755,-0.3078757,-0.3078757,0.0003780,8.4967198
-9.3500574,7.8762778,-0.3078006,-0.3078006,0.0003764,8.4967198
-9.1594861,7.8156944,-0.3077256,-0.3077256,0.0003735,8.4967198
-8.9689103,7.7551253,-0.3076516,-0.3076516,0.0003695,8.4967198
-8.7783300,7.6945703,-0.3075787,-0.3075787,0.0003644,8.4967198
-8.5877453,7.6340292,-0.3075074,-0.3075074,0.0003582,8.4967198
-8.3971563,7.5735017,-0.3074375,-0.3074375,0.0003511,8.4967197
-8.2065630,7.5129875,-0.3073682,-0.3073682,0.0003430,8.4967197
-8.0159655,7.4524865,-0.3073018,-0.3073018,0.0003341,8.4967197
-7.8253641,7.3919982,-0.3072366,-0.3072366,0.0003245,8.4967197
-7.6347587,7.3315223,-0.3071741,-0.3071741,0.0003142,8.4967197
-7.4441495,7.2710583,-0.3071132,-0.3071132,0.0003034,8.4967197
-7.2535366,7.2106059,-0.3070550,-0.3070550,0.0002920,8.4967197
-7.0629202,7.1501646,-0.3069989,-0.3069989,0.0002803,8.4967197
-6.8723004,7.0897340,-0.3069450,-0.3069450,0.0002682,8.4967197
-6.6816774,7.0293137,-0.3068945,-0.3068945,0.0002557,8.4967197
-6.4910513,6.9689030,-0.3068453,-0.3068453,0.0002431,8.4967197
-6.3004223,6.9085017,-0.3067996,-0.3067996,0.0002302,8.4967197
-6.1097905,6.8481091,-0.3067560,-0.3067560,0.0002172,8.4967197
-5.9191560,6.7877248,-0.3067152,-0.3067152,0.0002040,8.4967197
-5.7285191,6.7273483,-0.3066769,-0.3066769,0.0001908,8.4967197
-5.5378799,6.6669791,-0.3066418,-0.3066418,0.0001776,8.4967197
-5.3472386,6.6066166,-0.3066087,-0.3066087,0.0001643,8.4967197
-5.1565953,6.5462604,-0.3065787,-0.3065787,0.0001510,8.4967197
-4.9659501,6.4859099,-0.3065510,-0.3065510,0.0001378,8.4967197
-4.7753033,6.4255647,-0.3065259,-0.3065259,0.0001246,8.4967197
-4.5846550,6.3652243,-0.3065039,-0.3065039,0.0001115,8.4967197
-4.3940054,6.3048881,-0.3064838,-0.3064838,0.0000984,8.4967197
-4.2033545,6.2445557,-0.3064672,-0.3064672,0.0000854,8.4967197
-4.0127027,6.1842265,-0.3064523,-0.3064523,0.0000725,8.4967197
-3.8220499,6.1239001,-0.3064409,-0.3064409,0.0000597,8.4967197
-3.6313965,6.0635759,-0.3064310,-0.3064310,0.0000469,8.4967197
-3.4407425,6.0032536,-0.3064242,-0.3064242,0.0000341,8.4967198
-3.2500881,5.9429326,-0.3064204,-0.3064204,0.0000214,8.4967198
-3.0594334,5.8826123,-0.3064183,-0.3064183,0.0000087,8.4967198
-2.8687786,5.8222924,-0.3064189,-0.3064189,-0.0000039,8.4967198
-2.6781239,5.7619724,-0.3064224,-0.3064224,-0.0000165,8.4967198
-2.4874693,5.7016517,-0.3064284,-0.3064284,-0.0000291,8.4967199
-2.2968152,5.6413299,-0.3064367,-0.3064367,-0.0000417,8.4967199
-2.1061615,5.5810065,-0.3064472,-0.3064472,-0.0000543,8.4967199
-1.9155085,5.5206811,-0.3064608,-0.3064608,-0.0000669,8.4967199
-1.7248563,5.4603531,-0.3064767,-0.3064767,-0.0000795,8.4967200
-1.5342051,5.4000221,-0.3064953,-0.3064953,-0.0000922,8.4967200
-1.3435549,5.3396875,-0.3065160,-0.3065160,-0.0001048,8.4967200
-1.1529061,5.2793490,-0.3065396,-0.3065396,-0.0001175,8.4967200
-0.9622587,5.2190060,-0.3065657,-0.3065657,-0.0001302,8.4967201
-0.7716128,5.1586580,-0.3065942,-0.3065942,-0.0001428,8.4967201
-0.5809687,5.0983046,-0.3066255,-0.3066255,-0.0001555,8.4967201
-0.3903264,5.0379452,-0.3066587,-0.3066587,-0.0001682,8.4967202
-0.1996862,4.9775795,-0.3066952,-0.3066952,-0.0001808,8.4967202
-0.0090481,4.9172068,-0.3067337,-0.3067337,-0.0001935,8.4967203
0.1815876,4.8568268,-0.3067751,-0.3067751,-0.0002061,8.4967203
0.3722208,4.7964389,-0.3068187,-0.3068187,-0.0002187,8.4967203
0.5628513,4.7360427,-0.3068648,-0.3068648,-0.0002313,8.4967204
0.7534791,4.6756377,-0.3069141,-0.3069141,-0.0002440,8.4967204
0.9441039,4.6152233,-0.3069650,-0.3069650,-0.0002566,8.4967205
1.1347256,4.5547992,-0.3070190,-0.3070190,-0.0002693,8.4967205
1.3253441,4.4943648,-0.3070753,-0.3070753,-0.0002820,8.4967206
1.5159591,4.4339197,-0.3071344,-0.3071344,-0.0002948,8.4967207
1.7065706,4.3734633,-0.3071958,-0.3071958,-0.0003076,8.4967207
1.8971784,4.3129952,-0.3072598,-0.3072598,-0.0003206,8.4967208
2.0877823,4.2525149,-0.3073266,-0.3073266,-0.0003337,8.4967208
2.2783821,4.1920219,-0.3073957,-0.3073957,-0.0003470,8.4967209
2.4689778,4.1315157,-0.3074681,-0.3074681,-0.0003606,8.4967210
2.6595691,4.0709957,-0.3075433,-0.3075433,-0.0003745,8.4967210
2.8501558,4.0104614,-0.3076208,-0.3076208,-0.0003888,8.4967211
3.0407379,3.9499123,-0.3077017,-0.3077017,-0.0004037,8.4967212
3.2313150,3.8893478,-0.3077856,-0.3077856,-0.0004193,8.4967213
3.4218871,3.8287673,-0.3078722,-0.3078722,-0.0004357,8.4967213
3.6124539,3.7681703,-0.3079635,-0.3079635,-0.0004530,8.4967214
3.8030152,3.7075559,-0.3080574,-0.3080574,-0.0004715,8.4967215
3.9935708,3.6469236,-0.3081561,-0.3081561,-0.0004914,8.4967216
4.1841204,3.5862725,-0.3082584,-0.3082584,-0.0005129,8.4967217
4.3746638,3.5256019,-0.3083655,-0.3083655,-0.0005363,8.4967218
4.5652007,3.4649109,-0.3084783,-0.3084783,-0.0005618,8.4967219
4.7557308,3.4041984,-0.3085964,-0.3085964,-0.0005899,8.4967220
4.9462537,3.3434634,-0.3087202,-0.3087202,-0.0006207,8.4967221
5.1367691,3.2827048,-0.3088515,-0.3088515,-0.0006545,8.4967222
5.3272765,3.2219212,-0.3089902,-0.3089902,-0.0006919,8.4967223
5.5177754,3.1611112,-0.3091365,-0.3091365,-0.0007330,8.4967224
5.7082655,3.1002733,-0.3092924,-0.3092924,-0.0007782,8.4967226
5.8987461,3.0394057,-0.3094578,-0.3094578,-0.0008278,8.4967227
6.0892166,2.9785066,-0.3096348,-0.3096348,-0.0008822,8.4967228
6.2796763,2.9175738,-0.3098232,-0.3098232,-0.0009417,8.4967229
6.4701246,2.8566051,-0.3100243,-0.3100243,-0.0010064,8.4967231
6.6605606,2.7955981,-0.3102402,-0.3102402,-0.0010764,8.4967232
6.8509834,2.7345500,-0.3104706,-0.3104706,-0.0011520,8.4967234
7.0413922,2.6734580,-0.3107170,-0.3107170,-0.0012323,8.4967235
7.2317859,2.6123191,-0.3109802,-0.3109802,-0.0013205,8.4967230
7.4221635,2.5511301,-0.3112486,-0.3112486,-0.0013686,8.4966646
7.6125247,2.4898900,0.0000000,0.0000000,-0.0012683,8.4936970
