x_m,y_m,heading,theta_rad,kappa_1pm,v_mps
-37.4083585,21.6461475,0.7835003,0.7835003,-0.1236963,8.3547170
-37.2666944,21.7872749,0.7588476,0.7588476,-0.1232815,8.3598551
-37.1215947,21.9248672,0.7342764,0.7342764,-0.1228705,8.3656174
-36.9731574,22.0588539,0.7097895,0.7097895,-0.1224475,8.3719642
-36.8214774,22.1891717,0.6854055,0.6854055,-0.1219186,8.3788428
-36.6666597,22.3157570,0.6611205,0.6611205,-0.1214113,8.3861898
-36.5088146,22.4385450,0.6369180,0.6369180,-0.1210088,8.3939316
-36.3480446,22.5574769,0.6127851,0.6127851,-0.1206587,8.4019838
-36.1844521,22.6724943,0.5887108,0.5887108,-0.1203662,8.4102516
-36.0181390,22.7835399,0.5646846,0.5646846,-0.1201300,8.4186321
-35.8492069,22.8905575,0.5406947,0.5406947,-0.1199467,8.4270168
-35.6777572,22.9934915,0.5167334,0.5167334,-0.1198087,8.4352943
-35.5038912,23.0922878,0.4927933,0.4927933,-0.1197048,8.4433544
-35.3277110,23.1868933,0.4688700,0.4688700,-0.1196198,8.4510919
-35.1493190,23.2772569,0.4449649,0.4449649,-0.1195346,8.4584101
-34.9688189,23.3633302,0.4210816,0.4210816,-0.1194273,8.4652240
-34.7863159,23.4450679,0.3972298,0.3972298,-0.1192738,8.4714620
-34.6019167,23.5224292,0.3734241,0.3734241,-0.1190477,8.4770660
-34.4157302,23.5953785,0.3496827,0.3496827,-0.1187291,8.4819892
-34.2278664,23.6638866,0.3260312,0.3260312,-0.1182813,8.4861923
-34.0384388,23.7279314,0.3024898,0.3024898,-0.1177421,8.4896394
-33.8475586,23.7874987,0.2791001,0.2791001,-0.1169406,8.4923023
-33.6553423,23.8425841,0.2556517,0.2556517,-0.1172334,8.4941845
-33.4619122,23.8931411,0.2320045,0.2320045,-0.1184457,8.4953627
-33.2673535,23.9391073,0.2085985,0.2085985,-0.1170487,8.4959970
-33.0717528,23.9805116,0.1853537,0.1853537,-0.1162177,8.4962738
-32.8752300,24.0173608,0.1619691,0.1619691,-0.1169638,8.4963382
-32.6778928,24.0496058,0.1384378,0.1384378,-0.1176897,8.4962819
-32.4798443,24.0771997,0.1147820,0.1147820,-0.1183202,8.4961652
-32.2811936,24.1001019,0.0910545,0.0910545,-0.1186819,8.4960378
-32.0820522,24.1182849,0.0673379,0.0673379,-0.1186369,8.4959473
-31.8825336,24.1317404,0.0437464,0.0437464,-0.1180277,8.4959307
-31.6827521,24.1404857,0.0204297,0.0204297,-0.1166711,8.4959974
-31.4828209,24.1445708,-0.0024143,-0.0024143,-0.1143383,8.4961216
-31.2828487,24.1440880,-0.0245333,-0.0245333,-0.1107426,8.4962613
-31.0829365,24.1391825,-0.0456092,-0.0456092,-0.1055505,8.4963867
-30.8831725,24.1300651,-0.0652686,-0.0652686,-0.0984746,8.4964861
-30.6836267,24.1170225,-0.0831340,-0.0831340,-0.0894523,8.4965592
-30.4843458,24.1004172,-0.0989059,-0.0989059,-0.0789757,8.4966105
-30.2853499,24.0806709,-0.1123454,-0.1123454,-0.0672570,8.4966458
-30.0866465,24.0582531,-0.1234051,-0.1234051,-0.0548097,8.4966713
-29.8882096,24.0336399,-0.1327554,-0.1327554,-0.0468519,8.4966906
-29.6900021,24.0071711,-0.1406067,-0.1406067,-0.0391470,8.4967047
-29.4920053,23.9791465,-0.1470882,-0.1470882,-0.0323183,8.4967142
-29.2941951,23.9498393,-0.1524248,-0.1524248,-0.0266066,8.4967202
-29.0965436,23.9194768,-0.1568048,-0.1568048,-0.0218439,8.4967237
-28.8990271,23.8882489,-0.1603816,-0.1603816,-0.0178374,8.4967256
-28.7016234,23.8563147,-0.1632764,-0.1632764,-0.0144391,8.4967266
-28.5043130,23.8238092,-0.1655909,-0.1655909,-0.0115393,8.4967269
-28.3070783,23.7908471,-0.1674067,-0.1674067,-0.0090571,8.4967269
-28.1099037,23.7575269,-0.1687980,-0.1687980,-0.0069322,8.4967267
-27.9127756,23.7239324,-0.1698253,-0.1698253,-0.0051180,8.4967264
-27.7156821,23.6901354,-0.1705433,-0.1705433,-0.0035769,8.4967260
-27.5186129,23.6561969,-0.1710019,-0.1710019,-0.0022774,8.4967256
-27.3215591,23.6221680,-0.1712424,-0.1712424,-0.0011918,8.4967253
-27.1245135,23.5880917,-0.1713032,-0.1713032,-0.0002954,8.4967249
-26.9274698,23.5540034,-0.1712184,-0.1712184,0.0004342,8.4967247
-26.7304232,23.5199318,-0.1710158,-0.1710158,0.0010179,8.4967245
-26.5333696,23.4859001,-0.1707219,-0.1707219,0.0014748,8.4967243
-26.3363059,23.4519263,-0.1703589,-0.1703589,0.0018226,8.4967242
-26.1392297,23.4180240,-0.1699434,-0.1699434,0.0020776,8.4967242
-25.9421395,23.3842036,-0.1694937,-0.1694937,0.0022546,8.4967242
-25.7450339,23.3504718,-0.1690204,-0.1690204,0.0023673,8.4967242
-25.5479124,23.3168333,-0.1685354,-0.1685354,0.0024278,8.4967243
-25.3507745,23.2832904,-0.1680464,-0.1680464,0.0024471,8.4967243
-25.1536202,23.2498439,-0.1675594,-0.1675594,0.0024350,8.4967244
-24.9564495,23.2164934,-0.1670802,-0.1670802,0.0023999,8.4967245
-24.7592629,23.1832374,-0.1666101,-0.1666101,0.0023495,8.4967245
-24.5620607,23.1500741,-0.1661516,-0.1661516,0.0022902,8.4967246
-24.3648432,23.1170012,-0.1657070,-0.1657070,0.0022276,8.4967247
-24.1676111,23.0840160,-0.1652731,-0.1652731,0.0021664,8.4967248
-23.9703648,23.0511164,-0.1648512,-0.1648512,0.0021107,8.4967248
-23.7731046,23.0183000,-0.1644381,-0.1644381,0.0020637,8.4967248
-23.5758309,22.9855651,-0.1640326,-0.1640326,0.0020282,8.4967249
-23.3785439,22.9529102,-0.1636317,-0.1636317,0.0020062,8.4967249
-23.1812439,22.9203344,-0.1632310,-0.1632310,0.0019998,8.4967249
-22.9839311,22.8878377,-0.1628315,-0.1628315,0.0020011,8.4967248
-22.7866045,22.8554197,-0.1624389,-0.1624389,0.0019648,8.4967247
-22.5892654,22.8230792,-0.1620430,-0.1620430,0.0019691,8.4967245
-22.3919164,22.7908173,-0.1616254,-0.1616254,0.0020911,8.4967240
-22.1945551,22.7586380,-0.1611975,-0.1611975,0.0021433,8.4967234
-21.9971797,22.7265431,-0.1607572,-0.1607572,0.0021990,8.4967227
-21.7997901,22.6945351,-0.1603039,-0.1603039,0.0022665,8.4967220
-21.6023861,22.6626166,-0.1598352,-0.1598352,0.0023450,8.4967212
-21.4049670,22.6307906,-0.1593485,-0.1593485,0.0024333,8.4967203
-21.2075325,22.5990607,-0.1588425,-0.1588425,0.0025293,8.4967193
-21.0100820,22.5674307,-0.1583163,-0.1583163,0.0026306,8.4967183
-20.8126148,22.5359046,-0.1577694,-0.1577694,0.0027342,8.4967172
-20.6151304,22.5044865,-0.1572028,-0.1572028,0.0028365,8.4967161
-20.4176283,22.4731803,-0.1566160,-0.1566160,0.0029330,8.4967149
-20.2201079,22.4419900,-0.1560126,-0.1560126,0.0030186,8.4967136
-20.0225687,22.4109189,-0.1553951,-0.1553951,0.0030876,8.4967123
-19.8250105,22.3799698,-0.1547695,-0.1547695,0.0031332,8.4967109
-19.6274330,22.3491443,-0.1541399,-0.1541399,0.0031479,8.4967095
-19.4298361,22.3184432,-0.1535161,-0.1535161,0.0031236,8.4967079
-19.2322203,22.2878654,-0.1529064,-0.1529064,0.0030512,8.4967064
-19.0345859,22.2574081,-0.1523226,-0.1523226,0.0029208,8.4967047
-18.8369339,22.2270662,-0.1517793,-0.1517793,0.0027224,8.4967031
-18.6392655,22.1968317,-0.1512912,-0.1512912,0.0024451,8.4967013
-18.4415825,22.1666937,-0.1508765,-0.1508765,0.0020781,8.4966995
-18.2438871,22.1366377,-0.1505554,-0.1505554,0.0016106,8.4966977
-18.0461822,22.1066452,-0.1503502,-0.1503502,0.0010322,8.4966959
-17.8484713,22.0766933,-0.1502845,-0.1502845,0.0003335,8.4966942
-17.6507585,22.0467544,-0.1503844,-0.1503844,-0.0004937,8.4966925
-17.4530490,22.0167958,-0.1506763,-0.1506763,-0.0014554,8.4966909
-17.2553484,21.9867795,-0.1511890,-0.1511890,-0.0025551,8.4966896
-17.0576635,21.9566619,-0.1519479,-0.1519479,-0.0037926,8.4966886
-16.8600017,21.9263943,-0.1529818,-0.1529818,-0.0051639,8.4966880
-16.6623716,21.8959224,-0.1543139,-0.1543139,-0.0066592,8.4966879
-16.4647825,21.8651873,-0.1559676,-0.1559676,-0.0082648,8.4966883
-16.2672452,21.8341256,-0.1579583,-0.1579583,-0.0099546,8.4966891
-16.0697693,21.8026706,-0.1603016,-0.1603016,-0.0117197,8.4966902
-15.8723718,21.7707536,-0.1629941,-0.1629941,-0.0134652,8.4966909
-15.6750510,21.7383036,-0.1660438,-0.1660438,-0.0152897,8.4966907
-15.4778547,21.7052561,-0.1691865,-0.1691865,-0.0157619,8.4966890
-15.2808127,21.6715975,-0.1725284,-0.1725284,-0.0165615,8.4966842
-15.0838373,21.6372724,-0.1765998,-0.1765998,-0.0203788,8.4966730
-14.8869500,21.6021361,-0.1813133,-0.1813133,-0.0236167,8.4965701
-14.6902350,21.5660730,-0.1864993,-0.1864993,-0.0259307,8.4891656
-14.4937101,21.5289903,-0.1924085,-0.1924085,-0.0293092,8.4119988
-14.2974095,21.4907473,-0.1998790,-0.1998790,-0.0370810,8.2209995
-14.1014030,21.4510395,-0.2095468,-0.2095468,-0.0483061,8.0325745
-13.9057922,21.4094392,-0.2215771,-0.2215771,-0.0600804,7.8495578
-13.7106995,21.3654895,-0.2361262,-0.2361262,-0.0726842,7.6730912
-13.5162709,21.3187071,-0.2533317,-0.2533317,-0.0859649,7.5040659
-13.3226804,21.2685877,-0.2733127,-0.2733127,-0.0998644,7.3432773
-13.1301344,21.2146117,-0.2961452,-0.2961452,-0.1141787,7.1913905
-12.9388744,21.1562549,-0.3218499,-0.3218499,-0.1286036,7.0491932
-12.7491764,21.0930013,-0.3503753,-0.3503753,-0.1427526,6.9167173
-12.5613590,21.0243627,-0.3815974,-0.3815974,-0.1562575,6.7936245
-12.3757762,20.9498946,-0.4153239,-0.4153239,-0.1687841,6.6794718
-12.1928112,20.8692115,-0.4513075,-0.4513075,-0.1800618,6.5735777
-12.0128691,20.7819992,-0.4892603,-0.4892603,-0.1898946,6.4750649
-11.8363683,20.6880234,-0.5288675,-0.5288675,-0.1981467,6.3828695
-11.6637308,20.5871346,-0.5698127,-0.5698127,-0.2048074,6.2956439
-11.4953700,20.4792651,-0.6118462,-0.6118462,-0.2102483,6.2099233
-11.3316557,20.3643916,-0.6547449,-0.6547449,-0.2142664,6.1202080
-11.1729895,20.2425806,-0.6987160,-0.6987160,-0.2196030,6.0235933
-11.0198322,20.1139138,-0.7441072,-0.7441072,-0.2267098,5.9195117
-10.8726700,19.9784290,-0.7911160,-0.7911160,-0.2347892,5.8074676
-10.7320365,19.8361780,-0.8398579,-0.8398579,-0.2434271,5.6867909
-10.5984996,19.6872425,-0.8905034,-0.8905034,-0.2528180,5.5568311
-10.4726745,19.5317389,-0.9437334,-0.9437334,-0.2656124,5.4229884
-10.3553080,19.3697705,-1.0004695,-1.0004695,-0.2833096,5.2992298
-10.2473344,19.2014378,-1.0609424,-1.0609424,-0.3023141,5.1965979
-10.1497804,19.0269747,-1.1246113,-1.1246113,-0.3189298,5.1188525
-10.0636233,18.8468648,-1.1904206,-1.1904206,-0.3302995,5.0657196
-9.9894099,18.6612610,-1.2568000,-1.2568000,-0.3328081,5.0354262
-9.9275170,18.4706686,-1.3215060,-1.3215060,-0.3243181,5.0217928
-9.8782556,18.2771726,-1.3829319,-1.3829319,-0.3073329,5.0144530
-9.8409816,18.0811032,-1.4433656,-1.4433656,-0.2995045,5.0064086
-9.8156375,17.8832956,-1.5069874,-1.5069874,-0.3205260,4.9946881
-9.8028729,17.6835231,-1.5740784,-1.5740784,-0.3349413,4.9787117
-9.8035271,17.4841996,-1.6451716,-1.6451716,-0.3566761,4.9568625
-9.8183866,17.2847774,-1.7190674,-1.7190674,-0.3695269,4.9311067
-9.8479724,17.0867032,-1.7942278,-1.7942278,-0.3764865,4.9115945
-9.8923373,16.8914569,-1.8686263,-1.8686263,-0.3738284,4.9063020
-9.9509561,16.7004914,-1.9405775,-1.9405775,-0.3606856,4.9182819
-10.0232042,16.5140983,-2.0092879,-2.0092879,-0.3434768,4.9444108
-10.1081104,16.3330381,-2.0748652,-2.0748652,-0.3274216,4.9807180
-10.2047152,16.1579017,-2.1379992,-2.1379992,-0.3151704,5.0227436
-10.3121818,15.9892021,-2.1994016,-2.1994016,-0.3066002,5.0670565
-10.4297926,15.8274223,-2.2595673,-2.2595673,-0.3005558,5.1115289
-10.5569035,15.6730251,-2.3187531,-2.3187531,-0.2958023,5.1550049
-10.6928991,15.5264445,-2.3770235,-2.3770235,-0.2914811,5.1969156
-10.8371688,15.3880630,-2.4342517,-2.4342517,-0.2861707,5.2370104
-10.9890846,15.2581878,-2.4902628,-2.4902628,-0.2809156,5.2752029
-11.1481106,15.1369615,-2.5453505,-2.5453505,-0.2729323,5.3113317
-11.3133983,15.0247916,-2.6011344,-2.6011344,-0.2810929,5.3457432
-11.4845986,14.9220624,-2.6559391,-2.6559391,-0.2740143,5.3793210
-11.6613040,14.8287941,-2.7104077,-2.7104077,-0.2725526,5.4141652
-11.8429034,14.7452482,-2.7646503,-2.7646503,-0.2715184,5.4532390
-12.0288263,14.6716466,-2.8175910,-2.8175910,-0.2648315,5.4996314
-12.2184150,14.6079758,-2.8680593,-2.8680593,-0.2522940,5.5556540
-12.4109919,14.5539453,-2.9151895,-2.9151895,-0.2354669,5.6220683
-12.6059153,14.5090442,-2.9585618,-2.9585618,-0.2166102,5.6981221
-12.8026166,14.4726343,-2.9981049,-2.9981049,-0.1974608,5.7823164
-13.0006147,14.4440274,-3.0339168,-3.0339168,-0.1788465,5.8731529
-13.1995131,14.4225277,-3.0661529,-3.0661529,-0.1610171,5.9694568
-13.3989926,14.4074504,-3.0949767,-3.0949767,-0.1440183,6.0703803
-13.5988009,14.3981294,-3.1205670,-3.1205670,-0.1278819,6.1753036
-13.7987463,14.3939248,3.1400747,3.1400747,-0.1126783,6.2837458
-13.9986877,14.3942283,3.1203779,3.1203779,-0.0983190,6.3953115
-14.1986552,14.3984712,3.1032979,3.1032979,-0.0853568,6.5098599
-14.3985614,14.4061303,3.0887955,3.0887955,-0.0727944,6.6268525
-14.5983314,14.4166874,3.0770785,3.0770785,-0.0576631,6.7461610
-14.7978491,14.4295770,3.0669607,3.0669607,-0.0503718,6.8676149
-14.9971888,14.4444818,3.0575031,3.0575031,-0.0475879,6.9907182
-15.1964419,14.4612765,3.0489599,3.0489599,-0.0426120,7.1150201
-15.3955492,14.4797733,3.0413420,3.0413420,-0.0380806,7.2401696
-15.5945017,14.4997855,3.0344630,3.0344630,-0.0343558,7.3657238
-15.7933164,14.5211663,3.0281794,3.0281794,-0.0313849,7.4911831
-15.9919916,14.5437958,3.0223119,3.0223119,-0.0293018,7.6160135
-16.1905319,14.5675908,3.0166759,3.0166759,-0.0281412,7.7396398
-16.3889351,14.5925044,3.0110861,3.0110861,-0.0279171,7.8614511
-16.5871964,14.6185267,3.0053755,3.0053755,-0.0285316,7.9808321
-16.7853061,14.6456808,2.9994134,2.9994134,-0.0297998,8.0972011
-16.9832507,14.6740156,2.9931211,2.9931211,-0.0314638,8.2099915
-17.1810133,14.7035954,2.9864670,2.9864670,-0.0332928,8.3184700
-17.3785749,14.7344905,2.9794904,2.9794904,-0.0348610,8.4205259
-17.5759165,14.7667632,2.9721182,2.9721182,-0.0368287,8.4818095
-17.7730146,14.8004898,2.9641804,2.9641804,-0.0397211,8.4964933
-17.9698390,14.8357799,2.9557157,2.9557157,-0.0423932,8.4966801
-18.1663583,14.8727349,2.9469768,2.9469768,-0.0437618,8.4966797
-18.3625481,14.9114060,2.9382314,2.9382314,-0.0437830,8.4966869
-18.5583933,14.9517916,2.9296933,2.9296933,-0.0427335,8.4966975
-18.7538877,14.9938481,2.9215280,2.9215280,-0.0408598,8.4967094
-18.9490333,15.0374997,2.9138539,2.9138539,-0.0383886,8.4967213
-19.1438392,15.0826478,2.9067537,2.9067537,-0.0355178,8.4967322
-19.3383204,15.1291781,2.9002711,2.9002711,-0.0324184,8.4967418
-19.5324965,15.1769683,2.8944250,2.8944250,-0.0292329,8.4967497
-19.7263905,15.2258930,2.8892097,2.8892097,-0.0260748,8.4967559
-19.9200269,15.2758283,2.8846025,2.8846025,-0.0230292,8.4967604
-20.1134312,15.3266552,2.8805704,2.8805704,-0.0201549,8.4967634
-20.3066290,15.3782615,2.8770716,2.8770716,-0.0174886,8.4967650
-20.4996449,15.4305434,2.8740603,2.8740603,-0.0150470,8.4967654
-20.6925021,15.4834062,2.8714921,2.8714921,-0.0128340,8.4967647
-20.8852225,15.5367640,2.8693236,2.8693236,-0.0108341,8.4967630
-21.0778264,15.5905395,2.8675138,2.8675138,-0.0090447,8.4967606
-21.2703320,15.6446633,2.8660213,2.8660213,-0.0074294,8.4967574
-21.4627557,15.6990741,2.8647039,2.8647039,-0.0066055,8.4967536
-21.6551060,15.7537379,2.8636258,2.8636258,-0.0054207,8.4967495
-21.8473957,15.8086086,2.8629161,2.8629161,-0.0035267,8.4967455
-22.0396462,15.8636157,2.8624918,2.8624918,-0.0021187,8.4967418
-22.2318738,15.9187045,2.8623269,2.8623269,-0.0008302,8.4967386
-22.4240927,15.9738251,2.8624497,2.8624497,0.0006060,8.4967357
-22.6163187,16.0289222,2.8628940,2.8628940,0.0022156,8.4967333
-22.8085696,16.0839340,2.8637075,2.8637075,0.0040572,8.4967312
-23.0008656,16.1387895,2.8649455,2.8649455,0.0061768,8.4967296
-23.1932297,16.1934070,2.8666725,2.8666725,0.0086204,8.4967287
-23.3856882,16.2476923,2.8689602,2.8689602,0.0114278,8.4967287
-23.5782708,16.3015373,2.8718901,2.8718901,0.0146324,8.4967303
-23.7710106,16.3548179,2.8755448,2.8755448,0.0182586,8.4967340
-23.9639441,16.4073938,2.8800113,2.8800113,0.0223187,8.4967410
-24.1571107,16.4591075,2.8853761,2.8853761,0.0268100,8.4967525
-24.3505521,16.5097842,2.8917208,2.8917208,0.0317115,8.4967701
-24.5443113,16.5592326,2.8991188,2.8991188,0.0369801,8.4967952
-24.7384309,16.6072462,2.9076293,2.9076293,0.0425474,8.4968292
-24.9329520,16.6536060,2.9172922,2.9172922,0.0483179,8.4968719
-25.1279118,16.6980840,2.9281240,2.9281240,0.0541677,8.4969214
-25.3233417,16.7404476,2.9401087,2.9401087,0.0599473,8.4969721
-25.5192650,16.7804660,2.9531985,2.9531985,0.0654868,8.4970146
-25.7156951,16.8179164,2.9673087,2.9673087,0.0706036,8.4970358
-25.9126341,16.8525915,2.9823165,2.9823165,0.0751127,8.4970194
-26.1100714,16.8843072,2.9980645,2.9980645,0.0788356,8.4969452
-26.3079839,16.9129099,3.0143617,3.0143617,0.0816062,8.4967812
-26.5063369,16.9382836,3.0309888,3.0309888,0.0832753,8.4964608
-26.7050851,16.9603560,3.0476947,3.0476947,0.0837222,8.4958333
-26.9041753,16.9791053,3.0641699,3.0641699,0.0826663,8.4918957
-27.1035481,16.9945722,3.0802914,3.0802914,0.0798782,8.4554756
-27.3031451,17.0068231,3.0968339,3.0968339,0.0819325,8.3359438
-27.5029075,17.0157702,3.1145585,3.1145585,0.0887751,8.2155092
-27.7027946,17.0211753,3.1334919,3.1334919,0.0947256,8.0971153
-27.9027475,17.0227951,-3.1296384,-3.1296384,0.1003350,7.9804810
-28.1026917,17.0204048,-3.1085187,-3.1085187,0.1056120,7.8652486
-28.3025406,17.0137926,-3.0863488,-3.0863488,0.1108718,7.7513208
-28.5021910,17.0027519,-3.0631189,-3.0631189,0.1161168,7.6388901
-28.7015354,16.9870764,-3.0387514,-3.0387514,0.1219865,7.5283870
-28.9004263,16.9665498,-3.0134295,-3.0134295,0.1264871,7.4203652
-29.0987323,16.9409942,-2.9868572,-2.9868572,0.1327821,7.3154418
-29.2963354,16.9101716,-2.9584825,-2.9584825,0.1418082,7.2141377
-29.4930176,16.8737491,-2.9282051,-2.9282051,0.1513045,7.1167540
-29.6885070,16.8313892,-2.8961147,-2.8961147,0.1603469,7.0233861
-29.8825336,16.7827796,-2.8622099,-2.8622099,0.1694149,6.9339404
-30.0747963,16.7276221,-2.8265523,-2.8265523,0.1782062,6.8480902
-30.2649645,16.6656474,-2.7892735,-2.7892735,0.1863562,6.7651638
-30.4526874,16.5966294,-2.7506083,-2.7506083,0.1933467,6.6832906
-30.6376044,16.5204055,-2.7108437,-2.7108437,0.1988217,6.5984439
-30.8193551,16.4368860,-2.6701604,-2.6701604,0.2033565,6.5071137
-30.9975762,16.3460344,-2.6286820,-2.6286820,0.2073317,6.4086770
-31.1718947,16.2478606,-2.5866126,-2.5866126,0.2103018,6.3028567
-31.3419279,16.1424437,-2.5442887,-2.5442887,0.2116566,6.1893224
-31.5072932,16.0299645,-2.5021910,-2.5021910,0.2107276,6.0675981
-31.6676367,15.9107308,-2.4608975,-2.4608975,0.2069796,5.9370556
-31.8226904,15.7851665,-2.4208138,-2.4208138,0.2003627,5.7969761
-31.9730155,15.6531139,-2.3819457,-2.3819457,0.1939921,5.6454199
-32.1179945,15.5154158,-2.3424197,-2.3424197,0.1960082,5.4855609
-32.2572009,15.3723205,-2.2975883,-2.2975883,0.2257437,5.3436685
-32.3898598,15.2231242,-2.2471743,-2.2471743,0.2512880,5.2403432
-32.5148948,15.0673539,-2.1913812,-2.1913812,0.2797493,5.1689211
-32.6312276,14.9046034,-2.1315084,-2.1315084,0.2996579,5.1188574
-32.7377172,14.7350183,-2.0690333,-2.0690333,0.3129178,5.0841297
-32.8332103,14.5594845,-2.0049533,-2.0049533,0.3209976,5.0617389
-32.9172609,14.3782089,-1.9398291,-1.9398291,0.3258756,5.0478130
-32.9893721,14.1917550,-1.8740626,-1.8740626,0.3288226,5.0399427
-33.0490890,14.0009166,-1.8079256,-1.8079256,0.3305713,5.0363955
-33.0960678,13.8065292,-1.7415666,-1.7415666,0.3316603,5.0356820
-33.1300539,13.6094511,-1.6750516,-1.6750516,0.3324526,5.0365583
-33.1508652,13.4105561,-1.6083781,-1.6083781,0.3333224,5.0380439
-33.1583788,13.2107237,-1.5415187,-1.5415187,0.3341921,5.0394063
-33.1525253,13.0108500,-1.4743855,-1.4743855,0.3358449,5.0401029
-33.1332768,12.8118182,-1.4068877,-1.4068877,0.3367118,5.0397116
-33.1006514,12.6145577,-1.3383929,-1.3383929,0.3432873,5.0378719
-33.0546064,12.4200123,-1.2699435,-1.2699435,0.3431676,5.0342411
-32.9953578,12.2290547,-1.2025460,-1.2025460,0.3365374,5.0284750
-32.9233805,12.0425133,-1.1355041,-1.1355041,0.3355740,5.0201964
-32.8390689,11.8612144,-1.0684602,-1.0684602,0.3353859,5.0089756
-32.7427974,11.6859649,-1.0011625,-1.0011625,0.3367341,4.9943336
-32.6349529,11.5175768,-0.9333507,-0.9333507,0.3390658,4.9757355
-32.5159414,11.3568766,-0.8646036,-0.8646036,0.3437662,4.9530230
-32.3861720,11.2047312,-0.7945439,-0.7945439,0.3507947,4.9331538
-32.2460809,11.0620539,-0.7233478,-0.7233478,0.3569275,4.9226692
-32.0962273,10.9297319,-0.6517396,-0.6517396,0.3593692,4.9242021
-31.9373681,10.8085298,-0.5805455,-0.5805455,0.3571230,4.9388576
-31.7699476,10.6987106,-0.5104587,-0.5104587,0.3504083,4.9663826
-31.5951210,10.6008145,-0.4420698,-0.4420698,0.3416002,5.0029199
-31.4140705,10.5151212,-0.3763032,-0.3763032,0.3293158,5.0449769
-31.2283151,10.4417232,-0.3151034,-0.3151034,0.3082192,5.0898744
-31.0385956,10.3798815,-0.2619268,-0.2619268,0.2675134,5.1358670
-30.8452657,10.3280525,-0.2212751,-0.2212751,0.1970606,5.1816948
-30.6514999,10.2844632,-0.1802948,-0.1802948,0.2037065,5.2266302
-30.4546776,10.2485876,-0.1288951,-0.1288951,0.2547070,5.2690329
-30.2574152,10.2230197,-0.0698908,-0.0698908,0.2971646,5.3073181
-30.0581962,10.2090734,-0.0063835,-0.0063835,0.3182275,5.3423267
-29.8579484,10.2077951,0.0572171,0.0572171,0.3174134,5.3760919
-29.6579960,10.2192483,0.1180788,0.1180788,0.3035120,5.4135995
-29.4591570,10.2428367,0.1739752,0.1739752,0.2787336,5.4614719
-29.2619825,10.2774905,0.2230678,0.2230678,0.2448256,5.5253925
-29.0667667,10.3217738,0.2643090,0.2643090,0.2057142,5.6075026
-28.8735619,10.3740629,0.2976967,0.2976967,0.1665258,5.7063615
-28.6822472,10.4327610,0.3238838,0.3238838,0.1305897,5.8189843
-28.4926017,10.4964260,0.3436387,0.3436387,0.0984445,5.9427009
-28.3043429,10.5637918,0.3576655,0.3576655,0.0696612,6.0755888
-28.1170490,10.6337910,0.3666346,0.3666346,0.0441258,6.2163638
-27.9302356,10.7055267,0.3712846,0.3712846,0.0226188,6.3635193
-27.7437488,10.7781338,0.3722872,0.3722872,0.0051651,6.5152905
-27.5573749,10.8509122,0.3698069,0.3698069,-0.0138676,6.6705550
-27.3709999,10.9231588,0.3660390,0.3660390,-0.0207199,6.8283417
-27.1844488,10.9946663,0.3637747,0.3637747,-0.0093013,6.9871912
-26.9976906,11.0657686,0.3617343,0.3617343,-0.0100473,7.1423013
-26.8106743,11.1365326,0.3588179,0.3588179,-0.0137728,7.2908338
-26.6234164,11.2067644,0.3540731,0.3540731,-0.0233537,7.4297419
-26.4358796,11.2760876,0.3467332,0.3467332,-0.0365287,7.5562408
-26.2478641,11.3440234,0.3363731,0.3363731,-0.0518292,7.6678834
-26.0591572,11.4100069,0.3229829,0.3229829,-0.0670951,7.7635170
-25.8695689,11.4734627,0.3068965,0.3068965,-0.0806333,7.8436674
-25.6789618,11.5338678,0.2886297,0.2886297,-0.0915410,7.9102961
-25.4872597,11.5907882,0.2687255,0.2687255,-0.0997123,7.9661573
-25.2944434,11.6438872,0.2476402,0.2476402,-0.1055869,8.0141113
-25.1005378,11.6929123,0.2257278,0.2257278,-0.1097107,8.0566497
-24.9055995,11.7376782,0.2032602,0.2032602,-0.1124952,8.0957548
-24.7097745,11.7780390,0.1804421,0.1804421,-0.1142325,8.1328545
-24.5130841,11.8139205,0.1574150,0.1574150,-0.1152329,8.1689883
-24.3156082,11.8452655,0.1342760,0.1342760,-0.1157562,8.2046197
-24.1174505,11.8720344,0.1110757,0.1110757,-0.1160347,8.2398034
-23.9187178,11.8942000,0.0878258,0.0878258,-0.1162618,8.2742830
-23.7195180,11.9117400,0.0645141,0.0645141,-0.1165670,8.3075978
-23.5199599,11.9246322,0.0411144,0.0411144,-0.1170018,8.3391999
-23.3201525,11.9328518,0.0176079,0.0176079,-0.1175446,8.3685615
-23.1202064,11.9363728,-0.0060122,-0.0060122,-0.1181220,8.3952552
-22.9202330,11.9351705,-0.0297330,-0.0297330,-0.1186359,8.4189980
-22.7203456,11.9292255,-0.0535204,-0.0535204,-0.1189874,8.4396609
-22.5206577,11.9185279,-0.0773277,-0.0773277,-0.1190913,8.4572442
-22.3212830,11.9030799,-0.1010895,-0.1010895,-0.1188789,8.4718098
-22.1223335,11.8828994,-0.1247334,-0.1247334,-0.1182974,8.4833318
-21.9239187,11.8580213,-0.1481771,-0.1481771,-0.1172976,8.4914047
-21.7261431,11.8284991,-0.1713501,-0.1713501,-0.1159366,8.4952605
-21.5291059,11.7944024,-0.1941704,-0.1941704,-0.1142262,8.4961385
-21.3328990,11.7558187,-0.2164982,-0.2164982,-0.1118373,8.4962684
