x_m,y_m,heading,theta_rad,kappa_1pm,v_mps
21.6022471,19.3064089,-1.2129121,-1.2129121,-0.0136371,8.4999685
21.6722869,19.1191313,-1.2139962,-1.2139962,-0.0053264,8.4999685
21.7421246,18.9317753,-1.2138820,-1.2138820,0.0006473,8.4999684
21.8119845,18.7444251,-1.2129281,-1.2129281,0.0048299,8.4999684
21.8820237,18.5571400,-1.2114174,-1.2114174,0.0076059,8.4999683
21.9523461,18.3699600,-1.2095831,-1.2095831,0.0092202,8.4999682
22.0230118,18.1829091,-1.2076295,-1.2076295,0.0098186,8.4999680
22.0940426,17.9959971,-1.2057432,-1.2057432,0.0094838,8.4999679
22.1654254,17.8092206,-1.2041019,-1.2041019,0.0082625,8.4999676
22.2371140,17.6225632,-1.2028764,-1.2028764,0.0061853,8.4999674
22.3090306,17.4359956,-1.2022313,-1.2022313,0.0032859,8.4999671
22.3810669,17.2494761,-1.2023222,-1.2023222,-0.0003937,8.4999667
22.4530861,17.0629504,-1.2032884,-1.2032884,-0.0047678,8.4999664
22.5249252,16.8763548,-1.2052533,-1.2052533,-0.0097820,8.4999660
22.5963993,16.6896138,-1.2083032,-1.2083032,-0.0151795,8.4999658
22.6673051,16.5026515,-1.2125104,-1.2125104,-0.0210699,8.4999657
22.7374260,16.3153864,-1.2177357,-1.2177357,-0.0266805,8.4999661
22.8065524,16.1277982,-1.2236722,-1.2236722,-0.0289867,8.4999672
22.8745548,15.9398283,-1.2309690,-1.2309690,-0.0356142,8.4999693
22.9412043,15.7513093,-1.2402973,-1.2402973,-0.0470859,8.4999724
23.0061076,15.5621324,-1.2513383,-1.2513383,-0.0551338,8.4999755
23.0689208,15.3722428,-1.2640064,-1.2640064,-0.0633860,8.4999777
23.1292814,15.1817056,-1.2782139,-1.2782139,-0.0711725,8.4999783
23.1869312,14.9903226,-1.2938368,-1.2938368,-0.0782338,8.4999765
23.2415896,14.7980431,-1.3107343,-1.3107343,-0.0845814,8.4999690
23.2929990,14.6048386,-1.3287835,-1.3287835,-0.0903022,8.4999439
23.3409209,14.4107058,-1.3478744,-1.3478744,-0.0954619,8.4998183
23.3851350,14.2156632,-1.3679402,-1.3679402,-0.1003097,8.4988520
23.4254314,14.0197503,-1.3889278,-1.3889278,-0.1049116,8.4987505
23.4616091,13.8230261,-1.4107737,-1.4107737,-0.1092192,8.4996942
23.4934791,13.6255696,-1.4334344,-1.4334344,-0.1133151,8.4983190
23.5208618,13.4274778,-1.4569104,-1.4569104,-0.1174746,8.4946488
23.5435857,13.2288091,-1.4812118,-1.4812118,-0.1215735,8.4888267
23.5614801,13.0295950,-1.5063416,-1.5063416,-0.1256374,8.4813137
23.5743651,12.8299643,-1.5322878,-1.5322878,-0.1296602,8.4724180
23.5820670,12.6300580,-1.5590236,-1.5590236,-0.1335719,8.4623342
23.5844220,12.4300281,-1.5864980,-1.5864980,-0.1372694,8.4512363
23.5812815,12.2300338,-1.6146323,-1.6146323,-0.1406033,8.4392811
23.5725176,12.0302372,-1.6433027,-1.6433027,-0.1433578,8.4266121
23.5580315,11.8307968,-1.6723295,-1.6723295,-0.1452231,8.4133616
23.5377634,11.6318627,-1.7014470,-1.7014470,-0.1457594,8.3996539
23.5117085,11.4335746,-1.7302741,-1.7302741,-0.1443552,8.3856071
23.4799405,11.2360661,-1.7582587,-1.7582587,-0.1401860,8.3713368
23.4426493,11.0394755,-1.7846309,-1.7846309,-0.1322044,8.3569584
23.4001929,10.8439631,-1.8083750,-1.8083750,-0.1191430,8.3425912
23.3531443,10.6496693,-1.8289640,-1.8289640,-0.1031768,8.3283586
23.3022120,10.4567881,-1.8462004,-1.8462004,-0.0877840,8.3143786
23.2479315,10.2647025,-1.8593359,-1.8593359,-0.0617625,8.3008564
23.1910559,10.0730880,-1.8717565,-1.8717565,-0.0618451,8.2880578
23.1318260,9.8822630,-1.8854687,-1.8854687,-0.0682485,8.2760310
23.0698916,9.6919808,-1.9016030,-1.9016030,-0.0802743,8.2648452
23.0050613,9.5032059,-1.9205117,-1.9205117,-0.0947768,8.2546457
22.9366158,9.3155328,-1.9420554,-1.9420554,-0.1080127,8.2452883
22.8640722,9.1291950,-1.9658117,-1.9658117,-0.1189896,8.2367829
22.7870751,8.9445186,-1.9912770,-1.9912770,-0.1274683,8.2291479
22.7053834,8.7618241,-2.0179697,-2.0179697,-0.1336021,8.2224096
22.6188526,8.5813913,-2.0454718,-2.0454718,-0.1377144,8.2165981
22.5274393,8.4034966,-2.0734447,-2.0734447,-0.1401445,8.2117539
22.4311348,8.2283167,-2.1016408,-2.1016408,-0.1412301,8.2079067
22.3299092,8.0558863,-2.1298675,-2.1298675,-0.1413354,8.2050472
22.2238443,7.8863605,-2.1579726,-2.1579726,-0.1407008,8.2031966
22.1130499,7.7198710,-2.1858379,-2.1858379,-0.1395163,8.2023766
21.9976877,7.5565725,-2.2133811,-2.2133811,-0.1378941,8.2026393
21.8778854,7.3965308,-2.2405464,-2.2405464,-0.1359658,8.2040133
21.7537710,7.2397905,-2.2673007,-2.2673007,-0.1338502,8.2065169
21.6254970,7.0864133,-2.2936178,-2.2936178,-0.1316275,8.2101873
21.4932204,6.9364521,-2.3194892,-2.3194892,-0.1293555,8.2150674
21.3570995,6.7899529,-2.3449120,-2.3449120,-0.1270982,8.2212047
21.2172915,6.6469540,-2.3698929,-2.3698929,-0.1248675,8.2286493
21.0739526,6.5074893,-2.3944530,-2.3944530,-0.1227734,8.2374511
20.9272297,6.3715846,-2.4185941,-2.4185941,-0.1206753,8.2476554
20.7772760,6.2392674,-2.4422653,-2.4422653,-0.1183529,8.2592997
20.6242622,6.1105615,-2.4656390,-2.4656390,-0.1168149,8.2724066
20.4682968,5.9854787,-2.4889823,-2.4889823,-0.1167705,8.2869723
20.3094444,5.8640628,-2.5122431,-2.5122431,-0.1163695,8.3029589
20.1478108,5.7463743,-2.5353578,-2.5353578,-0.1156001,8.3203087
19.9835011,5.6324536,-2.5583236,-2.5583236,-0.1148770,8.3389591
19.8166179,5.5223356,-2.5811182,-2.5811182,-0.1140195,8.3588685
19.6472677,5.4160496,-2.6037132,-2.6037132,-0.1130355,8.3800616
19.4755544,5.3136139,-2.6260617,-2.6260617,-0.1118319,8.4027037
19.3015815,5.2150334,-2.6480880,-2.6480880,-0.1102117,8.4272116
19.1254817,5.1203096,-2.6696825,-2.6696825,-0.1081658,8.4541764
18.9473792,5.0294112,-2.6906439,-2.6906439,-0.1048161,8.4845558
18.7674117,4.9422663,-2.7109487,-2.7109487,-0.1014202,8.4981104
18.5857130,4.8587938,-2.7307600,-2.7307600,-0.0990981,8.4999654
18.4023970,4.7789374,-2.7500974,-2.7500974,-0.0967979,8.4999665
18.2175717,4.7026408,-2.7687775,-2.7687775,-0.0935201,8.4999672
18.0313536,4.6298099,-2.7865272,-2.7865272,-0.0888662,8.4999678
17.8438716,4.5602954,-2.8030421,-2.8030421,-0.0826716,8.4999682
17.6552664,4.4938862,-2.8180362,-2.8180362,-0.0750365,8.4999684
17.4656857,4.4303120,-2.8313017,-2.8313017,-0.0663581,8.4999685
17.2752777,4.3692580,-2.8427480,-2.8427480,-0.0572325,8.4999686
17.0841830,4.3103873,-2.8524059,-2.8524059,-0.0482732,8.4999686
16.8925287,4.2533649,-2.8604000,-2.8604000,-0.0399440,8.4999685
16.7004250,4.1978765,-2.8669051,-2.8669051,-0.0324952,8.4999685
16.5079650,4.1436391,-2.8721099,-2.8721099,-0.0259963,8.4999684
16.3152259,4.0904043,-2.8761968,-2.8761968,-0.0204079,8.4999684
16.1222714,4.0379578,-2.8793300,-2.8793300,-0.0156423,8.4999683
15.9291538,3.9861162,-2.8816553,-2.8816553,-0.0116016,8.4999682
15.7359166,3.9347239,-2.8832976,-2.8832976,-0.0081941,8.4999682
15.5425955,3.8836491,-2.8843697,-2.8843697,-0.0053400,8.4999681
15.3492198,3.8327816,-2.8849669,-2.8849669,-0.0029710,8.4999681
15.1558138,3.7820296,-2.8851763,-2.8851763,-0.0010287,8.4999680
14.9623972,3.7313181,-2.8850720,-2.8850720,0.0005383,8.4999680
14.7689858,3.6805864,-2.8847190,-2.8847190,0.0017757,8.4999680
14.5755922,3.6297864,-2.8841774,-2.8841774,0.0027248,8.4999679
14.3822259,3.5788816,-2.8834943,-2.8834943,0.0034237,8.4999679
14.1888943,3.5278447,-2.8827149,-2.8827149,0.0039073,8.4999679
13.9956024,3.4766571,-2.8818750,-2.8818750,0.0042079,8.4999679
13.8023533,3.4253071,-2.8810060,-2.8810060,0.0043551,8.4999678
13.6091486,3.3737891,-2.8801318,-2.8801318,0.0043758,8.4999678
13.4159889,3.3221022,-2.8792737,-2.8792737,0.0042946,8.4999678
13.2228734,3.2702495,-2.8784484,-2.8784484,0.0041332,8.4999678
13.0298006,3.2182374,-2.8776665,-2.8776665,0.0039111,8.4999678
12.8367683,3.1660743,-2.8769382,-2.8769382,0.0036452,8.4999678
12.6437740,3.1137706,-2.8762685,-2.8762685,0.0033502,8.4999678
12.4508145,3.0613376,-2.8756612,-2.8756612,0.0030383,8.4999678
12.2578868,3.0087874,-2.8751171,-2.8751171,0.0027201,8.4999677
12.0649876,2.9561322,-2.8746360,-2.8746360,0.0024040,8.4999677
11.8721137,2.9033842,-2.8742168,-2.8742168,0.0020969,8.4999677
11.6792618,2.8505553,-2.8738564,-2.8738564,0.0018040,8.4999677
11.4864289,2.7976569,-2.8735498,-2.8735498,0.0015289,8.4999677
11.2936123,2.7446994,-2.8732945,-2.8732945,0.0012759,8.4999677
11.1008090,2.6916926,-2.8730859,-2.8730859,0.0010429,8.4999677
10.9080168,2.6386456,-2.8729028,-2.8729028,0.0008991,8.4999677
10.7152376,2.5855642,-2.8727247,-2.8727247,0.0009025,8.4999677
10.5224687,2.5324487,-2.8725963,-2.8725963,0.0006612,8.4999677
10.3297032,2.4793075,-2.8725264,-2.8725264,0.0003272,8.4999677
10.1369406,2.4261526,-2.8724830,-2.8724830,0.0002199,8.4999677
9.9441809,2.3729895,-2.8724606,-2.8724606,0.0001084,8.4999677
9.7514221,2.3198220,-2.8724557,-2.8724557,0.0000230,8.4999677
9.5586637,2.2666536,-2.8724655,-2.8724655,-0.0000480,8.4999677
9.3659048,2.2134871,-2.8724859,-2.8724859,-0.0001035,8.4999677
9.1731447,2.1603245,-2.8725149,-2.8725149,-0.0001459,8.4999677
8.9803831,2.1071675,-2.8725496,-2.8725496,-0.0001766,8.4999677
8.7876197,2.0540172,-2.8725895,-2.8725895,-0.0001973,8.4999677
8.5948542,2.0008746,-2.8726311,-2.8726311,-0.0002094,8.4999677
8.4020864,1.9477400,-2.8726736,-2.8726736,-0.0002144,8.4999677
8.2093164,1.8946136,-2.8727167,-2.8727167,-0.0002134,8.4999677
8.0165441,1.8414955,-2.8727577,-2.8727577,-0.0002077,8.4999677
7.8237696,1.7883853,-2.8727976,-2.8727976,-0.0001983,8.4999677
7.6309930,1.7352828,-2.8728345,-2.8728345,-0.0001861,8.4999677
7.4382144,1.6821874,-2.8728692,-2.8728692,-0.0001720,8.4999677
7.2454340,1.6290987,-2.8729002,-2.8729002,-0.0001565,8.4999677
7.0526520,1.5760160,-2.8729284,-2.8729284,-0.0001403,8.4999677
6.8598684,1.5229387,-2.8729531,-2.8729531,-0.0001240,8.4999677
6.6670836,1.4698662,-2.8729750,-2.8729750,-0.0001078,8.4999677
6.4742976,1.4167979,-2.8729932,-2.8729932,-0.0000921,8.4999677
6.2815106,1.3637331,-2.8730087,-2.8730087,-0.0000772,8.4999677
6.0887228,1.3106713,-2.8730212,-2.8730212,-0.0000631,8.4999677
5.8959343,1.2576119,-2.8730310,-2.8730310,-0.0000502,8.4999677
5.7031453,1.2045544,-2.8730393,-2.8730393,-0.0000384,8.4999677
5.5103559,1.1514985,-2.8730445,-2.8730445,-0.0000277,8.4999677
5.3175662,1.0984436,-2.8730481,-2.8730481,-0.0000182,8.4999677
5.1247763,1.0453894,-2.8730502,-2.8730502,-0.0000099,8.4999677
4.9319863,0.9923356,-2.8730507,-2.8730507,-0.0000027,8.4999677
4.7391963,0.9392819,-2.8730502,-2.8730502,0.0000035,8.4999677
4.5464063,0.8862281,-2.8730486,-2.8730486,0.0000086,8.4999677
4.3536164,0.8331740,-2.8730455,-2.8730455,0.0000129,8.4999677
4.1608267,0.7801193,-2.8730429,-2.8730429,0.0000163,8.4999677
3.9680371,0.7270641,-2.8730388,-2.8730388,0.0000190,8.4999677
3.7752477,0.6740081,-2.8730347,-2.8730347,0.0000210,8.4999677
3.5824585,0.6209513,-2.8730304,-2.8730304,0.0000225,8.4999677
3.3896696,0.5678937,-2.8730252,-2.8730252,0.0000234,8.4999677
3.1968810,0.5148351,-2.8730207,-2.8730207,0.0000239,8.4999677
3.0040925,0.4617756,-2.8730159,-2.8730159,0.0000241,8.4999677
2.8113044,0.4087152,-2.8730112,-2.8730112,0.0000240,8.4999677
2.6185165,0.3556539,-2.8730062,-2.8730062,0.0000237,8.4999677
2.4257288,0.3025916,-2.8730018,-2.8730018,0.0000231,8.4999677
2.2329415,0.2495285,-2.8729973,-2.8729973,0.0000225,8.4999677
2.0401543,0.1964645,-2.8729930,-2.8729930,0.0000217,8.4999677
1.8473674,0.1433997,-2.8729884,-2.8729884,0.0000209,8.4999677
1.6545807,0.0903340,-2.8729848,-2.8729848,0.0000201,8.4999677
1.4617942,0.0372676,-2.8729812,-2.8729812,0.0000192,8.4999677
1.2690079,-0.0157995,-2.8729770,-2.8729770,0.0000183,8.4999677
1.0762218,-0.0688674,-2.8729739,-2.8729739,0.0000175,8.4999677
0.8834359,-0.1219359,-2.8729702,-2.8729702,0.0000167,8.4999677
0.6906502,-0.1750051,-2.8729671,-2.8729671,0.0000160,8.4999677
0.4978647,-0.2280749,-2.8729645,-2.8729645,0.0000153,8.4999677
0.3050793,-0.2811452,-2.8729609,-2.8729609,0.0000146,8.4999677
0.1122941,-0.3342162,-2.8729587,-2.8729587,0.0000141,8.4999677
-0.0804909,-0.3872876,-2.8729553,-2.8729553,0.0000135,8.4999677
-0.2732759,-0.4403597,-2.8729531,-2.8729531,0.0000131,8.4999677
-0.4660607,-0.4934322,-2.8729505,-2.8729505,0.0000126,8.4999677
-0.6588453,-0.5465052,-2.8729485,-2.8729485,0.0000123,8.4999677
-0.8516299,-0.5995786,-2.8729454,-2.8729454,0.0000120,8.4999677
-1.0444143,-0.6526526,-2.8729433,-2.8729433,0.0000117,8.4999677
-1.2371986,-0.7057270,-2.8729412,-2.8729412,0.0000115,8.4999677
-1.4299828,-0.7588018,-2.8729386,-2.8729386,0.0000113,8.4999677
-1.6227668,-0.8118771,-2.8729366,-2.8729366,0.0000111,8.4999677
-1.8155508,-0.8649528,-2.8729344,-2.8729344,0.0000110,8.4999677
-2.0083346,-0.9180289,-2.8729319,-2.8729319,0.0000109,8.4999677
-2.2011183,-0.9711055,-2.8729303,-2.8729303,0.0000108,8.4999677
-2.3939019,-1.0241824,-2.8729278,-2.8729278,0.0000108,8.4999677
-2.5866854,-1.0772598,-2.8729257,-2.8729257,0.0000108,8.4999677
-2.7794688,-1.1303376,-2.8729237,-2.8729237,0.0000107,8.4999677
-2.9722521,-1.1834158,-2.8729215,-2.8729215,0.0000107,8.4999677
-3.1650352,-1.2364944,-2.8729190,-2.8729190,0.0000108,8.4999677
-3.3578183,-1.2895735,-2.8729173,-2.8729173,0.0000108,8.4999677
-3.5506012,-1.3426529,-2.8729148,-2.8729148,0.0000108,8.4999677
-3.7433840,-1.3957328,-2.8729127,-2.8729127,0.0000108,8.4999677
-3.9361667,-1.4488131,-2.8729107,-2.8729107,0.0000109,8.4999677
-4.1289493,-1.5018938,-2.8729086,-2.8729086,0.0000110,8.4999677
-4.3217318,-1.5549749,-2.8729059,-2.8729059,0.0000110,8.4999677
-4.5145141,-1.6080565,-2.8729040,-2.8729040,0.0000111,8.4999677
-4.7072964,-1.6611385,-2.8729018,-2.8729018,0.0000112,8.4999677
-4.9000785,-1.7142209,-2.8728993,-2.8728993,0.0000112,8.4999677
-5.0928605,-1.7673038,-2.8728972,-2.8728972,0.0000113,8.4999677
-5.2856424,-1.8203871,-2.8728951,-2.8728951,0.0000114,8.4999677
-5.4784242,-1.8734708,-2.8728925,-2.8728925,0.0000115,8.4999677
-5.6712058,-1.9265550,-2.8728904,-2.8728904,0.0000116,8.4999677
-5.8639873,-1.9796396,-2.8728883,-2.8728883,0.0000117,8.4999677
-6.0567687,-2.0327246,-2.8728853,-2.8728853,0.0000118,8.4999677
-6.2495500,-2.0858102,-2.8728833,-2.8728833,0.0000119,8.4999677
-6.4423312,-2.1388962,-2.8728811,-2.8728811,0.0000120,8.4999677
-6.6351122,-2.1919826,-2.8728785,-2.8728785,0.0000120,8.4999677
-6.8278931,-2.2450695,-2.8728758,-2.8728758,0.0000121,8.4999677
-7.0206738,-2.2981569,-2.8728739,-2.8728739,0.0000122,8.4999677
-7.2134545,-2.3512447,-2.8728712,-2.8728712,0.0000123,8.4999677
-7.4062350,-2.4043330,-2.8728687,-2.8728687,0.0000124,8.4999677
-7.5990154,-2.4574218,-2.8728660,-2.8728660,0.0000124,8.4999677
-7.7917956,-2.5105111,-2.8728635,-2.8728635,0.0000125,8.4999677
-7.9845757,-2.5636009,-2.8728614,-2.8728614,0.0000126,8.4999677
-8.1773557,-2.6166911,-2.8728587,-2.8728587,0.0000126,8.4999677
-8.3701355,-2.6697818,-2.8728562,-2.8728562,0.0000127,8.4999677
-8.5629152,-2.7228730,-2.8728532,-2.8728532,0.0000127,8.4999677
-8.7556948,-2.7759648,-2.8728510,-2.8728510,0.0000128,8.4999677
-8.9484742,-2.8290570,-2.8728489,-2.8728489,0.0000129,8.4999677
-9.1412535,-2.8821496,-2.8728459,-2.8728459,0.0000129,8.4999677
-9.3340327,-2.9352428,-2.8728432,-2.8728432,0.0000130,8.4999677
-9.5268117,-2.9883365,-2.8728407,-2.8728407,0.0000130,8.4999677
-9.7195906,-3.0414307,-2.8728381,-2.8728381,0.0000136,8.4999677
-9.9123694,-3.0945254,-2.8728361,-2.8728361,0.0000084,8.4999677
-10.1051481,-3.1476205,-2.8728348,-2.8728348,0.0000070,8.4999677
-10.2979266,-3.2007158,-2.8728320,-2.8728320,0.0000125,8.4999677
-10.4907048,-3.2538116,-2.8728300,-2.8728300,0.0000136,8.4999677
-10.6834829,-3.3069078,-2.8728269,-2.8728269,0.0000138,8.4999677
-10.8762609,-3.3600046,-2.8728238,-2.8728238,0.0000139,8.4999677
-11.0690387,-3.4131020,-2.8728217,-2.8728217,0.0000142,8.4999677
-11.2618164,-3.4661998,-2.8728181,-2.8728181,0.0000145,8.4999677
-11.4545939,-3.5192983,-2.8728154,-2.8728154,0.0000150,8.4999677
-11.6473712,-3.5723973,-2.8728124,-2.8728124,0.0000156,8.4999677
-11.8401484,-3.6254969,-2.8728092,-2.8728092,0.0000163,8.4999677
-12.0329254,-3.6785971,-2.8728051,-2.8728051,0.0000173,8.4999677
-12.2257022,-3.7316981,-2.8728019,-2.8728019,0.0000184,8.4999677
-12.4184788,-3.7847997,-2.8727978,-2.8727978,0.0000198,8.4999677
-12.6112552,-3.8379021,-2.8727937,-2.8727937,0.0000214,8.4999677
-12.8040314,-3.8910053,-2.8727889,-2.8727889,0.0000232,8.4999677
-12.9968073,-3.9441094,-2.8727839,-2.8727839,0.0000253,8.4999677
-13.1895830,-3.9972145,-2.8727785,-2.8727785,0.0000276,8.4999677
-13.3823583,-4.0503206,-2.8727725,-2.8727725,0.0000302,8.4999677
-13.5751334,-4.1034279,-2.8727657,-2.8727657,0.0000329,8.4999677
-13.7679081,-4.1565365,-2.8727584,-2.8727584,0.0000359,8.4999677
-13.9606824,-4.2096465,-2.8727511,-2.8727511,0.0000391,8.4999677
-14.1534563,-4.2627579,-2.8727424,-2.8727424,0.0000423,8.4999677
-14.3462298,-4.3158710,-2.8727329,-2.8727329,0.0000456,8.4999677
-14.5390027,-4.3689859,-2.8727237,-2.8727237,0.0000488,8.4999677
-14.7317752,-4.4221026,-2.8727128,-2.8727128,0.0000519,8.4999677
-14.9245471,-4.4752214,-2.8727023,-2.8727023,0.0000547,8.4999677
-15.1173184,-4.5283422,-2.8726904,-2.8726904,0.0000571,8.4999677
-15.3100891,-4.5814653,-2.8726790,-2.8726790,0.0000589,8.4999677
-15.5028592,-4.6345906,-2.8726671,-2.8726671,0.0000599,8.4999677
-15.6956287,-4.6877182,-2.8726551,-2.8726551,0.0000599,8.4999677
-15.8883975,-4.7408481,-2.8726432,-2.8726432,0.0000587,8.4999677
-16.0811657,-4.7939803,-2.8726318,-2.8726318,0.0000559,8.4999677
-16.2739333,-4.8471147,-2.8726219,-2.8726219,0.0000513,8.4999677
-16.4667003,-4.9002510,-2.8726131,-2.8726131,0.0000446,8.4999677
-16.6594669,-4.9533890,-2.8726059,-2.8726059,0.0000354,8.4999677
-16.8522331,-5.0065284,-2.8726017,-2.8726017,0.0000234,8.4999677
-17.0449991,-5.0596686,-2.8725997,-2.8725997,0.0000082,8.4999677
-17.2377650,-5.1128092,-2.8726017,-2.8726017,-0.0000105,8.4999677
-17.4305310,-5.1659494,-2.8726089,-2.8726089,-0.0000330,8.4999677
-17.6232973,-5.2190882,-2.8726204,-2.8726204,-0.0000597,8.4999677
-17.8160643,-5.2722248,-2.8726391,-2.8726391,-0.0000908,8.4999677
-18.0088323,-5.3253578,-2.8726640,-2.8726640,-0.0001265,8.4999677
-18.2016016,-5.3784860,-2.8726976,-2.8726976,-0.0001670,8.4999677
-18.3943726,-5.4316077,-2.8727403,-2.8727403,-0.0002123,8.4999677
-18.5871460,-5.4847212,-2.8727926,-2.8727926,-0.0002623,8.4999677
-18.7799221,-5.5378246,-2.8728563,-2.8728563,-0.0003168,8.4999677
-18.9727015,-5.5909157,-2.8729312,-2.8729312,-0.0003753,8.4999677
-19.1654850,-5.6439924,-2.8730187,-2.8730187,-0.0004373,8.4999677
-19.3582731,-5.6970522,-2.8731188,-2.8731188,-0.0005018,8.4999677
-19.5510665,-5.7500927,-2.8732324,-2.8732324,-0.0005678,8.4999677
-19.7438659,-5.8031113,-2.8733596,-2.8733596,-0.0006339,8.4999677
-19.9366721,-5.8561054,-2.8734985,-2.8734985,-0.0006981,8.4999677
-20.1294856,-5.9090727,-2.8736505,-2.8736505,-0.0007584,8.4999677
-20.3223072,-5.9620107,-2.8738127,-2.8738127,-0.0008122,8.4999677
-20.5151373,-6.0149174,-2.8739834,-2.8739834,-0.0008565,8.4999677
-20.7079765,-6.0677912,-2.8741611,-2.8741611,-0.0008879,8.4999677
-20.9008250,-6.1206307,-2.8743412,-2.8743412,-0.0009024,8.4999677
-21.0936831,-6.1734355,-2.8745200,-2.8745200,-0.0008956,8.4999677
-21.2865506,-6.2262058,-2.8746916,-2.8746916,-0.0008629,8.4999677
-21.4794271,-6.2789430,-2.8748514,-2.8748514,-0.0007987,8.4999677
-21.6723121,-6.3316494,-2.8749901,-2.8749901,-0.0006976,8.4999676
-21.8652043,-6.3843290,-2.8751002,-2.8751002,-0.0005534,8.4999676
-22.0581024,-6.4369874,-2.8751716,-2.8751716,-0.0003599,8.4999676
-22.2510042,-6.4896320,-2.8751929,-2.8751929,-0.0001107,8.4999676
-22.4439071,-6.5422725,-2.8751525,-2.8751525,0.0002007,8.4999676
-22.6368079,-6.5949208,-2.8750348,-2.8750348,0.0005806,8.4999676
-22.8297025,-6.6475918,-2.8748275,-2.8748275,0.0010349,8.4999676
-23.0225862,-6.7003028,-2.8745131,-2.8745131,0.0015689,8.4999676
-23.2154532,-6.7530744,-2.8740746,-2.8740746,0.0021872,8.4999676
-23.4082972,-6.8059306,-2.8734952,-2.8734952,0.0028930,8.4999676
-23.6011104,-6.8588985,-2.8727571,-2.8727571,0.0036879,8.4999676
-23.7938845,-6.9120087,-2.8718420,-2.8718420,0.0045718,8.4999676
-23.9866099,-6.9652953,-2.8707328,-2.8707328,0.0055420,8.4999676
-24.1792760,-7.0187956,-2.8694144,-2.8694144,0.0065928,8.4999677
-24.3718715,-7.0725499,-2.8678713,-2.8678713,0.0077154,8.4999677
-24.5643837,-7.1266013,-2.8660917,-2.8660917,0.0088968,8.4999677
-24.7567994,-7.1809952,-2.8640684,-2.8640684,0.0101196,8.4999677
-24.9491046,-7.2357783,-2.8617962,-2.8617962,0.0113613,8.4999677
-25.1412848,-7.2909982,-2.8592788,-2.8592788,0.0125936,8.4999677
-25.3333253,-7.3467017,-2.8565242,-2.8565242,0.0137819,8.4999677
-25.5252117,-7.4029340,-2.8535485,-2.8535485,0.0148847,8.4999677
-25.7169298,-7.4597370,-2.8503804,-2.8503804,0.0158531,8.4999678
-25.9084670,-7.5171471,-2.8470568,-2.8470568,0.0166298,8.4999678
-26.0998124,-7.5751935,-2.8436310,-2.8436310,0.0171489,8.4999678
-26.2909579,-7.6338951,-2.8401680,-2.8401680,0.0173358,8.4999678
-26.4818990,-7.6932583,-2.8367512,-2.8367512,0.0171065,8.4999678
-26.6726363,-7.7532736,-2.8334837,-2.8334837,0.0163696,8.4999678
-26.8631768,-7.8139119,-2.8304844,-2.8304844,0.0150271,8.4999677
-27.0535348,-7.8751215,-2.8278971,-2.8278971,0.0129785,8.4999676
-27.2437341,-7.9368235,-2.8258807,-2.8258807,0.0101254,8.4999675
-27.4338089,-7.9989090,-2.8246158,-2.8246158,0.0063773,8.4999674
-27.6238054,-8.0612350,-2.8242955,-2.8242955,0.0016565,8.4999673
-27.8137821,-8.1236219,-2.8251271,-2.8251271,-0.0040948,8.4999673
-28.0038106,-8.1858508,-2.8273211,-2.8273211,-0.0109079,8.4999674
-28.1939751,-8.2476626,-2.8310847,-2.8310847,-0.0187554,8.4999679
-28.3843704,-8.3087581,-2.8366088,-2.8366088,-0.0275562,8.4999691
-28.5750996,-8.3688007,-2.8440776,-2.8440776,-0.0372941,8.4999711
-28.7662709,-8.4274168,-2.8535799,-2.8535799,-0.0475411,8.4999741
-28.9579895,-8.4842134,-2.8650490,-2.8650490,-0.0574516,8.4999765
-29.1503459,-8.5388072,-2.8782990,-2.8782990,-0.0663675,8.4999763
-29.3434082,-8.5908474,-2.8929934,-2.8929934,-0.0738830,8.4999697
-29.5372149,-8.6400453,-2.9086548,-2.9086548,-0.0782655,8.4908699
-29.7317683,-8.6862020,-2.9254235,-2.9254235,-0.0833899,8.4078026
-29.9270707,-8.7290905,-2.9438150,-2.9438150,-0.0918791,8.2974193
-30.1231276,-8.7683798,-2.9638253,-2.9638253,-0.1008386,8.2004510
-30.3199390,-8.8037397,0.0000000,0.0000000,-0.1045199,8.1058741
