x_m,y_m,heading,theta_rad,kappa_1pm,v_mps,ld_m
3.3780978,-3.7052893,-0.6869085,-0.6869085,0.0003397,8.4999676,1.5
3.5327167,-3.8321003,-0.6868410,-0.6868410,0.0003362,8.4999676,1.5
3.6873441,-3.9589008,-0.6867770,-0.6867770,0.0003220,8.4999676,1.5
3.8419796,-4.0856914,-0.6867177,-0.6867177,0.0002951,8.4999676,1.5
3.9966227,-4.2124729,-0.6866676,-0.6866676,0.0002531,8.4999676,1.5
4.1512721,-4.3392466,-0.6866292,-0.6866292,0.0001935,8.4999676,1.5
4.3059264,-4.4660144,-0.6866068,-0.6866068,0.0001138,8.4999676,1.5
4.4605835,-4.5927787,-0.6866043,-0.6866043,0.0000112,8.4999676,1.5
4.6152409,-4.7195426,-0.6866278,-0.6866278,-0.0001168,8.4999676,1.5
4.7698954,-4.8463102,-0.6866832,-0.6866832,-0.0002729,8.4999676,1.5
4.9245428,-4.9730863,-0.6867749,-0.6867749,-0.0004596,8.4999676,1.5
5.0791786,-5.0998766,-0.6869110,-0.6869110,-0.0006790,8.4999676,1.5
5.2337972,-5.2266880,-0.6870982,-0.6870982,-0.0009331,8.4999676,1.5
5.3883920,-5.3535283,-0.6873431,-0.6873431,-0.0012232,8.4999676,1.5
5.5429558,-5.4804065,-0.6876536,-0.6876536,-0.0015500,8.4999676,1.5
5.6974801,-5.6073326,-0.6880363,-0.6880363,-0.0019134,8.4999676,1.5
5.8519559,-5.7343179,-0.6884988,-0.6884988,-0.0023121,8.4999676,1.5
6.0063729,-5.8613746,-0.6890478,-0.6890478,-0.0027438,8.4999676,1.5
6.1607202,-5.9885161,-0.6896886,-0.6896886,-0.0032045,8.4999676,1.5
6.3149859,-6.1157564,-0.6904267,-0.6904267,-0.0036885,8.4999676,1.5
6.4691577,-6.2431106,-0.6912639,-0.6912639,-0.0041882,8.4999676,1.5
6.6232228,-6.3705938,-0.6922030,-0.6922030,-0.0046937,8.4999676,1.5
6.7771681,-6.4982216,-0.6932410,-0.6932410,-0.0051922,8.4999676,1.5
6.9309808,-6.6260091,-0.6943742,-0.6943742,-0.0056691,8.4999676,2.0
7.0846488,-6.7539710,-0.6955939,-0.6955939,-0.0061035,8.4999676,2.0
7.2381601,-6.8821198,-0.6968899,-0.6968899,-0.0064816,8.4999676,1.5
7.3915061,-7.0104682,-0.6982398,-0.6982398,-0.0067534,8.4999677,1.5
7.5446781,-7.1390230,-0.6996561,-0.6996561,-0.0070789,8.4999677,1.5
7.6976573,-7.2677857,-0.7011294,-0.7011294,-0.0073963,8.4999677,1.5
7.8504441,-7.3967715,-0.7025385,-0.7025385,-0.0070646,8.4999677,1.5
8.0030605,-7.5259822,-0.7038161,-0.7038161,-0.0063865,8.4999677,1.5
8.1555143,-7.6553900,-0.7049610,-0.7049610,-0.0057396,8.4999678,1.5
8.3078180,-7.7849707,-0.7059089,-0.7059089,-0.0047563,8.4999678,1.5
8.4599995,-7.9146963,-0.7065890,-0.7065890,-0.0034166,8.4999678,1.5
8.6120923,-8.0445250,-0.7069172,-0.7069172,-0.0016608,8.4999678,1.5
8.7641426,-8.1744037,-0.7068018,-0.7068018,0.0005567,8.4999678,1.5
8.9162077,-8.3042647,-0.7061407,-0.7061407,0.0032834,8.4999678,1.5
9.0683587,-8.4340252,-0.7048232,-0.7048232,0.0065619,8.4999679,1.5
9.2206805,-8.5635851,-0.7027328,-0.7027328,0.0104291,8.4999679,1.5
9.3732729,-8.6928264,-0.6997452,-0.6997452,0.0149130,8.4999679,1.5
9.5262507,-8.8216112,-0.6957337,-0.6957337,0.0200299,8.4999680,1.5
9.6797440,-8.9497814,-0.6905735,-0.6905735,0.0257784,8.4999681,1.5
9.8338966,-9.0771578,-0.6841417,-0.6841417,0.0321356,8.4999684,1.5
9.9888654,-9.2035402,-0.6763282,-0.6763282,0.0390481,8.4999687,1.5
10.1448168,-9.3287078,-0.6670341,-0.6670341,0.0464529,8.4999692,1.5
10.3019248,-9.4524206,-0.6561628,-0.6561628,0.0543393,8.4999700,1.5
10.4603682,-9.5744180,-0.6436501,-0.6436501,0.0625733,8.4999709,1.5
10.6203256,-9.6944233,-0.6295155,-0.6295155,0.0707117,8.4999718,1.5
10.7819630,-9.8121556,-0.6138342,-0.6138342,0.0784567,8.4999725,1.5
10.9454267,-9.9273389,-0.5967208,-0.5967208,0.0856457,8.4999726,1.5
11.1108378,-10.0397082,-0.5783255,-0.5783255,0.0920685,8.4999719,1.5
11.2782885,-10.1490163,-0.5588212,-0.5588212,0.0976287,8.4999704,1.5
11.4478400,-10.2550383,-0.5383853,-0.5383853,0.1022947,8.4999679,1.5
11.6195238,-10.3575742,-0.5171887,-0.5171887,0.1060999,8.4999646,1.5
11.7933440,-10.4564492,-0.4953879,-0.4953879,0.1091197,8.4999612,1.5
11.9692787,-10.5515118,-0.4731199,-0.4731199,0.1114529,8.4999581,1.5
12.1472680,-10.6426240,-0.4505044,-0.4505044,0.1131714,8.4999563,1.5
12.3272715,-10.7296876,-0.4276307,-0.4276307,0.1144371,8.4999560,1.5
12.5092191,-10.8126114,-0.4045721,-0.4045721,0.1153502,8.4999569,1.5
12.6930301,-10.8913180,-0.3813895,-0.3813895,0.1159588,8.4999605,1.5
12.8786179,-10.9657433,-0.3581364,-0.3581364,0.1163384,8.4999873,1.5
13.0658828,-11.0358322,-0.3349010,-0.3349010,0.1161276,8.4995965,1.5
13.2547368,-11.1015553,-0.3115542,-0.3115542,0.1167316,8.4979503,1.5
13.4450949,-11.1628586,-0.2879861,-0.2879861,0.1178214,8.4948554,1.5
13.6368528,-11.2196613,-0.2642158,-0.2642158,0.1188317,8.4904370,1.5
13.8299080,-11.2718906,-0.2402578,-0.2402578,0.1197636,8.4848870,1.5
14.0241588,-11.3194801,-0.2161161,-0.2161161,0.1206871,8.4785215,1.5
14.2194984,-11.3623659,-0.1918323,-0.1918323,0.1214250,8.4718626,1.5
14.4158154,-11.4004947,-0.1674266,-0.1674266,0.1220017,8.4657783,1.0
14.6129969,-11.4338201,-0.1431284,-0.1431284,0.1218861,8.4617397,1.0
14.8109210,-11.4623437,-0.1195159,-0.1195159,0.1180559,8.4477238,1.0
15.0094500,-11.4861847,-0.0963124,-0.0963124,0.1152863,8.3670170,1.0
15.2084681,-11.5054121,-0.0726306,-0.0726306,0.1184919,8.2846186,1.0
15.4078824,-11.5199212,-0.0483053,-0.0483053,0.1216530,8.2019142,1.0
15.6075930,-11.5295758,-0.0232840,-0.0232840,0.1252231,8.1189383,1.0
15.8074922,-11.5342311,0.0024254,0.0024254,0.1286596,8.0355026,1.5
16.0074622,-11.5337461,0.0287977,0.0287977,0.1319741,7.9514013,1.5
16.2073744,-11.5279875,0.0557982,0.0557982,0.1350910,7.8664620,1.0
16.4070873,-11.5168323,0.0833816,0.0833816,0.1379682,7.7805558,1.0
16.6064450,-11.5001709,0.1114890,0.1114890,0.1405495,7.6935995,1.5
16.8052754,-11.4779112,0.1400469,0.1400469,0.1427785,7.6055566,1.5
17.0033881,-11.4499833,0.1689708,0.1689708,0.1446017,7.5164429,1.5
17.2005751,-11.4163437,0.1981623,0.1981623,0.1459825,7.4263365,1.5
17.3966144,-11.3769795,0.2275251,0.2275251,0.1469186,7.3353946,1.5
17.5912793,-11.3319079,0.2569792,0.2569792,0.1474727,7.2438802,1.0
17.7843642,-11.2811672,0.2865603,0.2865603,0.1478037,7.1521997,1.0
17.9764509,-11.2245649,0.3163283,0.3163283,0.1487067,7.0611572,1.0
18.1665114,-11.1623544,0.3464396,0.3464396,0.1506727,6.9717008,1.5
18.3544009,-11.0945265,0.3772914,0.3772914,0.1532994,6.8847846,1.5
18.5402494,-11.0208793,0.4100399,0.4100399,0.1638604,6.8085384,1.5
18.7235777,-10.9411904,0.4446335,0.4446335,0.1728443,6.7876181,1.5
18.9040476,-10.8552049,0.4810162,0.4810162,0.1827452,6.7665297,1.5
19.0810519,-10.7628258,0.5185233,0.5185233,0.1873858,6.7454354,1.5
19.2545921,-10.6638033,0.5570843,0.5570843,0.1928736,6.7249895,1.5
19.4244319,-10.5580109,0.5966222,0.5966222,0.1976764,6.7055347,1.5
19.5900889,-10.4454984,0.6366948,0.6366948,0.2005358,6.6872645,1.0
19.7507683,-10.3266890,0.6770068,0.6770068,0.2018294,6.6704055,1.0
19.9065322,-10.2014980,0.7174167,0.7174167,0.2021676,6.6548851,1.0
20.0571828,-10.0700542,0.7578038,0.7578038,0.2019245,6.6406563,1.0
20.2024414,-9.9325989,0.7980859,0.7980859,0.2013418,6.6276792,1.0
20.3420638,-9.7893878,0.8382151,0.8382151,0.2005594,6.6159029,1.5
20.4758333,-9.6406851,0.8781755,0.8781755,0.1997203,6.6052975,1.5
20.6035540,-9.4867587,0.9179790,0.9179790,0.1989593,6.5958525,1.5
20.7250440,-9.3278775,0.9576556,0.9576556,0.1983492,6.5875720,1.5
20.8401307,-9.1643101,0.9972404,0.9972404,0.1979286,6.5804743,1.0
20.9486483,-8.9963254,1.0367764,1.0367764,0.1977197,6.5745888,2.0
21.0504353,-8.8241930,1.0763070,1.0763070,0.1977325,6.5699529,2.0
21.1453335,-8.6481846,1.1158762,1.1158762,0.1979664,6.5666092,2.0
21.2331956,-8.4685581,1.1555271,1.1555271,0.1983674,6.5646341,2.0
21.3138797,-8.2855637,1.1952940,1.1952940,0.1988908,6.5640965,2.0
21.3872311,-8.0994903,1.2351988,1.2351988,0.1995336,6.5650420,2.0
21.4531060,-7.9106240,1.2752535,1.2752535,0.2002330,6.5675565,2.0
21.5113684,-7.7192605,1.3154471,1.3154471,0.2008976,6.5717368,2.0
21.5618944,-7.5257097,1.3557443,1.3557443,0.2014071,6.5776882,2.0
21.6045779,-7.3302990,1.3960740,1.3960740,0.2016051,6.5855212,2.0
21.6393388,-7.1333783,1.4363130,1.4363130,0.2012776,6.5953473,2.0
21.6661354,-6.9353250,1.4762804,1.4762804,0.2001607,6.6072722,2.0
21.6849797,-6.7365420,1.5158030,1.5158030,0.1978767,6.6213886,2.0
21.6959899,-6.5365340,1.5545375,1.5545375,0.1935551,6.6381166,2.0
21.6992437,-6.3364268,1.5922551,1.5922551,0.1885624,6.6572104,2.0
21.6949601,-6.1368370,1.6288524,1.6288524,0.1841893,6.6787256,2.0
21.6833706,-5.9374352,1.6634104,1.6634104,0.1717561,6.7028407,2.0
21.6648854,-5.7384123,1.6967995,1.6967995,0.1670729,6.7295109,2.0
21.6397577,-5.5400476,1.7296206,1.7296206,0.1639853,6.7585093,2.0
21.6081449,-5.3426814,1.7621797,1.7621797,0.1628306,6.7901510,2.0
21.5701425,-5.1465448,1.7946194,1.7946194,0.1623452,6.8245619,2.0
21.5257480,-4.9515217,1.8269150,1.8269150,0.1614657,6.8617957,2.0
21.4750247,-4.7578251,1.8588380,1.8588380,0.1597629,6.9022213,2.0
21.4182860,-4.5663223,1.8901461,1.8901461,0.1568099,6.9468270,2.0
21.3555499,-4.3765969,1.9206423,1.9206423,0.1526073,6.9955704,2.0
21.2870191,-4.1887661,1.9501039,1.9501039,0.1473307,7.0486555,2.0
21.2129593,-4.0029710,1.9783572,1.9783572,0.1412419,7.1061463,2.0
21.1336670,-3.8193111,2.0052923,2.0052923,0.1346429,7.1679080,2.0
21.0494536,-3.6378456,2.0308619,2.0308619,0.1278233,7.2336359,2.0
20.9606315,-3.4585991,2.0550697,2.0550697,0.1210247,7.3029087,2.0
20.8675041,-3.2815692,2.0779553,2.0779553,0.1144304,7.3752428,2.0
20.7703591,-3.1067331,2.0995883,2.0995883,0.1081753,7.4501306,2.0
20.6694896,-2.9340987,2.1200595,2.1200595,0.1023574,7.5270943,2.0
20.5650999,-2.7635529,2.1394819,2.1394819,0.0970858,7.6055350,2.0
20.4574125,-2.5950585,2.1579817,2.1579817,0.0924491,7.6849165,2.0
20.3466233,-2.4285801,2.1757042,2.1757042,0.0885404,7.7646616,2.0
20.2328998,-2.2640891,2.1928159,2.1928159,0.0854673,7.8441330,2.0
20.1163783,-2.1015680,2.2095046,2.2095046,0.0833212,7.9226170,2.0
19.9971619,-1.9410154,2.2259765,2.2259765,0.0822481,7.9993133,2.0
19.8753191,-1.7824507,2.2424519,2.2424519,0.0821840,8.0733369,2.0
19.7508824,-1.6259172,2.2591524,2.2591524,0.0835818,8.1437144,1.0
19.6238472,-1.4714814,2.2761593,2.2761593,0.0847997,8.2094548,1.0
19.4942018,-1.3192257,2.2938010,2.2938010,0.0878214,8.2697347,1.0
19.3618923,-1.1692826,2.3124746,2.3124746,0.0935838,8.3238783,1.5
19.2268090,-1.0218394,2.3320888,2.3320888,0.0981126,8.3714556,1.5
19.0888609,-0.8770750,2.3525547,2.3525547,0.1024206,8.4123783,1.5
18.9479801,-0.7351649,2.3737804,2.3737804,0.1062108,8.4469004,1.5
18.8041198,-0.5962775,2.3956456,2.3956456,0.1095120,8.4755452,1.5
18.6572578,-0.4605690,2.4179876,2.4179876,0.1116531,8.4989821,1.5
18.5074007,-0.3281753,2.4408336,2.4408336,0.1141764,8.4999542,1.5
18.3545582,-0.1992394,2.4642360,2.4642360,0.1171434,8.4999600,1.5
18.1987401,-0.0739151,2.4880836,2.4880836,0.1193453,8.4999636,2.0
18.0399773,0.0476585,2.5122360,2.5122360,0.1208899,8.4999670,2.0
17.8783248,0.1653625,2.5365524,2.5365524,0.1216998,8.4999832,2.0
17.7138591,0.2791007,2.5608816,2.5608816,0.1217812,8.4999577,1.5
17.5466758,0.3888039,2.5850517,2.5850517,0.1210282,8.4999184,1.5
17.3768904,0.4944344,2.6088260,2.6088260,0.1191300,8.4999665,1.5
17.2046416,0.5959991,2.6318451,2.6318451,0.1155109,8.4999675,1.5
17.0300995,0.6935729,2.6535073,2.6535073,0.1090311,8.4999679,1.5
16.8534825,0.7873444,2.6727966,2.6727966,0.0975873,8.4999681,1.5
16.6750866,0.8776934,2.6882558,2.6882558,0.0784768,8.4999681,1.5
16.4953128,0.9652751,2.6985553,2.6985553,0.0518117,8.4999681,1.5
16.3146461,1.0510008,2.7033640,2.7033640,0.0234631,8.4999681,1.5
16.1335704,1.1358562,2.7033400,2.7033400,-0.0008908,8.4999681,1.5
15.9524981,1.2207153,2.6993983,2.6993983,-0.0202964,8.4999684,1.5
15.7717627,1.3062870,2.6922573,2.6922573,-0.0360865,8.4999689,1.5
15.5916435,1.3931469,2.6824009,2.6824009,-0.0495863,8.4999697,1.5
15.4123893,1.4817778,2.6701844,2.6701844,-0.0613366,8.4999709,1.5
15.2342312,1.5725919,2.6559055,2.6559055,-0.0716156,8.4999721,1.5
15.0573886,1.6659402,2.6398290,2.6398290,-0.0805988,8.4999730,1.5
14.8820703,1.7621189,2.6222195,2.6222195,-0.0882624,8.4999732,1.5
14.7084736,1.8613693,2.6033428,2.6033428,-0.0945758,8.4999724,1.5
14.5367825,1.9638780,2.5834759,2.5834759,-0.0996347,8.4999705,1.5
14.3671617,2.0697772,2.5629520,2.5629520,-0.1028187,8.4999676,1.5
14.1997584,2.1791296,2.5419927,2.5419927,-0.1044324,8.4999640,1.5
14.0346927,2.2919602,2.5204676,2.5204676,-0.1079126,8.4999605,1.5
13.8720892,2.4083207,2.4985641,2.4985641,-0.1095983,8.4999578,1.5
13.7120720,2.5282155,2.4764029,2.4764029,-0.1108735,8.4999563,1.5
13.5547522,2.6516257,2.4540512,2.4540512,-0.1118246,8.4999560,1.5
13.4002274,2.7785232,2.4315703,2.4315703,-0.1124591,8.4999558,1.5
13.2485908,2.9088651,2.4090351,2.4090351,-0.1127576,8.4999550,1.5
13.0999246,3.0425954,2.3865645,2.3865645,-0.1123736,8.4999540,1.5
12.9542947,3.1796379,2.3642712,2.3642712,-0.1116528,8.4999533,1.5
12.8117485,3.3198999,2.3426645,2.3426645,-0.1080511,8.4999526,1.0
12.6722591,3.4632159,2.3220503,2.3220503,-0.1029105,8.4575385,1.0
12.5357517,3.6093786,2.3018062,2.3018062,-0.1010453,8.3691452,1.0
12.4022329,3.7582725,2.2811407,2.2811407,-0.1032523,8.2664211,1.0
12.2718213,3.9098914,2.2598214,2.2598214,-0.1065867,8.1618036,1.0
12.1446748,4.0642519,2.2378309,2.2378309,-0.1099585,8.0549189,1.0
12.0209581,4.2213647,2.2151802,2.2151802,-0.1132769,7.9452329,1.0
11.9008378,4.3812309,2.1918746,2.1918746,-0.1165592,7.8323288,1.0
11.7844828,4.5438428,2.1678953,2.1678953,-0.1199228,7.7160037,1.0
11.6720646,4.7091913,2.1431911,2.1431911,-0.1235165,7.5963034,1.0
11.5637384,4.8773077,2.1176755,2.1176755,-0.1275230,7.4734854,1.0
11.4597356,5.0481347,2.0912356,2.0912356,-0.1321316,7.3484486,1.0
11.3602859,5.2216504,2.0637270,2.0637270,-0.1374751,7.2220903,1.0
11.2656483,5.3978323,2.0349905,2.0349905,-0.1436196,7.0954323,1.0
11.1761145,5.5766555,2.0048711,2.0048711,-0.1505490,6.9695268,1.0
11.0920095,5.7580875,1.9732317,1.9732317,-0.1581664,6.8453687,1.5
11.0136891,5.9420821,1.9399687,1.9399687,-0.1663097,6.7238283,1.5
10.9415340,6.1285721,1.9050161,1.9050161,-0.1747753,6.6056117,1.0
10.8759427,6.3174618,1.8683548,1.8683548,-0.1833439,6.4912442,1.0
10.8173214,6.5086204,1.8300103,1.8300103,-0.1917861,6.3810703,1.0
10.7660732,6.7018785,1.7900403,1.7900403,-0.1999156,6.2752562,1.0
10.7225903,6.8970216,1.7485019,1.7485019,-0.2077957,6.1737785,1.0
10.6872495,7.0937965,1.7054602,1.7054602,-0.2151482,6.0763864,1.0
10.6604039,7.2919427,1.6606762,1.6606762,-0.2239783,5.9824016,1.0
10.6424550,7.4911035,1.6139794,1.6139794,-0.2337027,5.8890213,1.0
10.6338237,7.6908561,1.5654447,1.5654447,-0.2429482,5.7910375,1.0
10.6348934,7.8907392,1.5149340,1.5149340,-0.2523035,5.6863514,1.0
10.6460640,8.0904977,1.4616986,1.4616986,-0.2655702,5.5754821,1.0
10.6678572,8.2894630,1.4050392,1.4050392,-0.2832575,5.4897406,1.0
10.7008853,8.4868908,1.3452820,1.3452820,-0.2986391,5.4290736,1.0
10.7456271,8.6819150,1.2833306,1.2833306,-0.3099629,5.3917811,1.0
10.8022779,8.8735262,1.2206209,1.2206209,-0.3145129,5.3709055,1.0
10.8707097,9.0608939,1.1583778,1.1583778,-0.3115231,5.3543420,1.0
10.9511126,9.2446679,1.0976917,1.0976917,-0.3039129,5.3356339,1.0
11.0419773,9.4221804,1.0391835,1.0391835,-0.2922696,5.3146193,2.0
11.1434220,9.5946803,0.9812723,0.9812723,-0.2868461,5.2908533,2.0
11.2542408,9.7603618,0.9200717,0.9200717,-0.3085632,5.2660295,2.0
11.3749360,9.9188900,0.8566178,0.8566178,-0.3173372,5.2455214,2.0
11.5061831,10.0703021,0.7909412,0.7909412,-0.3291626,5.2312791,2.0
11.6464876,10.2121707,0.7247561,0.7247561,-0.3311493,5.2243687,2.0
11.7964036,10.3449240,0.6591883,0.6591883,-0.3274521,5.2240699,2.0
11.9548344,10.4676770,0.5951114,0.5951114,-0.3210113,5.2302046,2.0
12.1202547,10.5796639,0.5327302,0.5327302,-0.3121435,5.2427748,2.0
12.2925004,10.6812183,0.4718396,0.4718396,-0.3040824,5.2598974,2.0
12.4707000,10.7721504,0.4122108,0.4122108,-0.2975850,5.2803940,2.0
12.6540207,10.8523096,0.3535691,0.3535691,-0.2926846,5.3031886,2.0
12.8416640,10.9215647,0.2956197,0.2956197,-0.2898760,5.3273732,2.0
13.0328687,10.9797948,0.2380769,0.2380769,-0.2872250,5.3522458,2.0
13.2272787,11.0269741,0.1803739,0.1803739,-0.2894318,5.3773644,2.0
13.4240105,11.0628493,0.1235154,0.1235154,-0.2845156,5.4029466,2.0
13.6223506,11.0874727,0.0678934,0.0678934,-0.2784887,5.4302314,2.0
13.8217213,11.1010295,0.0136349,0.0136349,-0.2716232,5.4610092,2.0
14.0215927,11.1037549,-0.0388187,-0.0388187,-0.2625807,5.4979153,2.0
14.2212880,11.0959991,-0.0889343,-0.0889343,-0.2509371,5.5436426,2.0
14.4203851,11.0782457,-0.1362438,-0.1362438,-0.2367305,5.5988871,2.0
14.6185286,11.0510816,-0.1804572,-0.1804572,-0.2210212,5.6639559,2.0
14.8153562,11.0151720,-0.2214797,-0.2214797,-0.2050898,5.7383299,2.0
15.0102476,10.9712876,-0.2594331,-0.2594331,-0.1898533,5.8214782,2.0
15.2034163,10.9200178,-0.2945292,-0.2945292,-0.1754840,5.9110380,2.0
15.3947399,10.8619794,-0.3269386,-0.3269386,-0.1619875,6.0059763,2.0
15.5841360,10.7977537,-0.3568209,-0.3568209,-0.1493214,6.1054309,2.0
15.7715614,10.7278857,-0.3843348,-0.3843348,-0.1374695,6.2086572,2.0
15.9570083,10.6528821,-0.4096416,-0.4096416,-0.1264404,6.3149857,2.0
16.1404985,10.5732097,-0.4329075,-0.4329075,-0.1162474,6.4238025,2.0
16.3220771,10.4892941,-0.4542995,-0.4542995,-0.1068956,6.5345426,2.0
16.5017814,10.4015321,-0.4739840,-0.4739840,-0.0983776,6.6466999,2.0
16.6796793,10.3102726,-0.4921280,-0.4921280,-0.0906802,6.7597936,2.0
16.8559064,10.2157929,-0.5088956,-0.5088956,-0.0837836,6.8733736,2.0
17.0305343,10.1183663,-0.5244407,-0.5244407,-0.0776667,6.9870616,2.0
17.2036330,10.0182333,-0.5389158,-0.5389158,-0.0723137,7.1005041,2.0
17.3752678,9.9156031,-0.5524749,-0.5524749,-0.0677204,7.2133625,2.0
17.5454966,9.8106544,-0.5652678,-0.5652678,-0.0638870,7.3253013,2.0
17.7143686,9.7035368,-0.5774547,-0.5774547,-0.0608541,7.4359759,2.0
17.8819205,9.5943706,-0.5891954,-0.5891954,-0.0585799,7.5450186,2.0
18.0481765,9.4832466,-0.6006188,-0.6006188,-0.0572723,7.6520233,2.0
18.2131483,9.3702334,-0.6118027,-0.6118027,-0.0552229,7.7565174,2.0
18.3768477,9.2553810,-0.6233277,-0.6233277,-0.0576160,7.8579562,2.0
18.5392133,9.1386491,-0.6353705,-0.6353705,-0.0601777,7.9557470,2.0
18.7001604,9.0199711,-0.6479914,-0.6479914,-0.0630167,8.0492020,2.0
18.8595964,8.8992717,-0.6613029,-0.6613029,-0.0665132,8.1376792,1.0
19.0174109,8.7764613,-0.6753856,-0.6753856,-0.0704099,8.2206571,1.0
19.1734798,8.6514411,-0.6902624,-0.6902624,-0.0744382,8.2978295,1.0
19.3276710,8.5241135,-0.7058895,-0.7058895,-0.0782000,8.3691992,1.5
19.4798531,8.3943925,-0.7221630,-0.7221630,-0.0815941,8.4351342,1.5
19.6299036,8.2622127,-0.7389330,-0.7389330,-0.0835008,8.4962756,1.5
19.7777162,8.1275355,-0.7565109,-0.7565109,-0.0877863,8.4999622,1.5
19.9231383,7.9902814,-0.7750597,-0.7750597,-0.0930124,8.4999634,1.5
20.0659893,7.8503540,-0.7943303,-0.7943303,-0.0965952,8.4999639,2.0
20.2061173,7.7077001,-0.8139986,-0.8139986,-0.0985835,8.4999649,2.0
20.3434127,7.5623178,-0.8337536,-0.8337536,-0.0990047,8.4999659,2.0
20.4778097,7.4142515,-0.8532995,-0.8532995,-0.0979813,8.4999666,2.0
20.6092876,7.2635862,-0.8723300,-0.8723300,-0.0954210,8.4999672,2.0
20.7378751,7.1104457,-0.8905192,-0.8905192,-0.0912263,8.4999676,2.0
20.8636561,6.9549916,-0.9075491,-0.9075491,-0.0853902,8.4999679,1.5
20.9867717,6.7974180,-0.9231342,-0.9231342,-0.0780988,8.4999680,1.5
21.1074169,6.6379445,-0.9370744,-0.9370744,-0.0697800,8.4999681,1.5
21.2258276,6.4768044,-0.9492868,-0.9492868,-0.0610474,8.4999681,1.5
21.3422619,6.3142299,-0.9598052,-0.9598052,-0.0525134,8.4999681,1.5
21.4569799,6.1504395,-0.9687487,-0.9687487,-0.0446119,8.4999681,1.5
21.5702286,5.9856295,-0.9762776,-0.9762776,-0.0375391,8.4999681,1.5
21.6822333,5.8199715,-0.9825547,-0.9825547,-0.0312965,8.4999680,1.5
21.7931960,5.6536136,-0.9877219,-0.9877219,-0.0257682,8.4999680,1.5
21.9032976,5.4866846,-0.9918879,-0.9918879,-0.0207850,8.4999680,1.5
22.0127028,5.3192984,-0.9951243,-0.9951243,-0.0161627,8.4999679,1.5
22.1215657,5.1515590,-0.9974685,-0.9974685,-0.0117208,8.4999679,1.5
22.2300352,4.9835647,-0.9989231,-0.9989231,-0.0072897,8.4999678,1.5
22.3382602,4.8154128,-0.9994595,-0.9994595,-0.0027131,8.4999678,1.5
22.4463951,4.6472027,-0.9990191,-0.9990191,0.0021513,8.4999677,1.5
22.5546041,4.4790402,-0.9975211,-0.9975211,0.0074310,8.4999677,1.5
22.6630650,4.3110398,-0.9948592,-0.9948592,0.0132369,8.4999676,1.5
22.7719728,4.1433286,-0.9909128,-0.9909128,0.0196588,8.4999677,1.5
22.8815416,3.9760485,-0.9855464,-0.9855464,0.0267528,8.4999678,1.5
22.9920065,3.8093588,-0.9786253,-0.9786253,0.0345326,8.4999682,1.5
23.1036223,3.6434378,-0.9700243,-0.9700243,0.0429376,8.4999690,1.5
23.2166608,3.4784833,-0.9596156,-0.9596156,0.0519695,8.4999703,1.5
23.3314099,3.3147146,-0.9473034,-0.9473034,0.0615787,8.4999722,1.5
23.4481661,3.1523718,-0.9331119,-0.9331119,0.0710456,8.4999744,1.5
23.5672140,2.9917027,-0.9171680,-0.9171680,0.0798471,8.4999761,1.5
23.6888080,2.8329525,-0.8996643,-0.8996643,0.0877008,8.4999768,1.5
23.8131619,2.6763549,-0.8808666,-0.8808666,0.0942041,8.4999756,1.5
23.9404375,2.5221222,-0.8610754,-0.8610754,0.0991807,8.4999705,1.5
24.0707411,2.3704377,-0.8406037,-0.8406037,0.1026198,8.4999577,1.5
24.2041236,2.2214510,-0.8197659,-0.8197659,0.1043454,8.4999323,1.5
24.3405830,2.0752742,-0.7988769,-0.7988769,0.1050951,8.4998824,1.5
24.4800585,1.9319872,-0.7784843,-0.7784843,0.1019515,8.4998081,1.0
24.6224233,1.7915775,-0.7585350,-0.7585350,0.0990042,8.4357754,1.0
24.7675588,1.6540374,-0.7382850,-0.7382850,0.1010418,8.3432155,1.5
24.9154472,1.5194664,-0.7173295,-0.7173295,0.1048524,8.2527932,1.5
25.0661204,1.3880260,-0.6956706,-0.6956706,0.1083513,8.1653830,1.5
25.2196025,1.2598816,-0.6733803,-0.6733803,0.1115046,8.0802055,1.5
25.3759005,1.1351916,-0.6505165,-0.6505165,0.1143651,7.9966262,1.0
25.5350065,1.0141088,-0.6271165,-0.6271165,0.1170392,7.9142014,1.0
25.6969016,0.8967822,-0.6031968,-0.6031968,0.1196456,7.8326593,1.0
25.8615565,0.7833613,-0.5787630,-0.5787630,0.1222053,7.7518817,1.0
26.0289377,0.6739941,-0.5537814,-0.5537814,0.1249579,7.6718978,1.0
26.1990001,0.5688411,-0.5282736,-0.5282736,0.1275790,7.5928884,1.0
26.3717082,0.4680486,-0.5020644,-0.5020644,0.1309618,7.5152025,1.0
26.5470019,0.3718148,-0.4752795,-0.4752795,0.1344012,7.4393430,1.0
26.7248345,0.2802976,-0.4481514,-0.4481514,0.1345220,7.3656324,1.0
26.9051638,0.1935994,-0.4190874,-0.4190874,0.1444466,7.2960352,1.0
27.0878234,0.1122285,-0.3872336,-0.3872336,0.1604634,7.2657343,1.0
27.2729968,0.0367102,-0.3533580,-0.3533580,0.1694107,7.2466876,1.0
27.4607437,-0.0325381,-0.3177880,-0.3177880,0.1775876,7.2281162,1.0
27.6509091,-0.0950904,-0.2805425,-0.2805425,0.1857591,7.2092711,1.0
